"측정일자","측정시간","지역","지역명","도로명","시작점","종점","기온","습도","재비산먼지평균농도","오염범례"
"2023-01-03","10:55","충북","청주시 흥덕구","가경로(남→북)","충청북도 청주시 흥덕구 가경동 1557도","충청북도 청주시 흥덕구 가경동 513-2도","-2","56","13","매우좋음"
"2023-01-03","10:58","충북","청주시 흥덕구","대신로(남→북)","충청북도 청주시 흥덕구 복대동 3197도","충청북도 청주시 흥덕구 외북동 산61-1 임","-3","63","17","매우좋음"
"2023-01-03","11:01","충북","청주시 흥덕구","대농로(동→서)","충청북도 청주시 흥덕구 복대동 271-13 도","충청북도 청주시 흥덕구 비하동 330-3 도","-3","66","12","매우좋음"
"2023-01-03","11:05","충북","청주시 흥덕구","2순환로(북→남)","충청북도 청주시 흥덕구 송절동 1천","충청북도 청주시 서원구 미평동 317-5도","-2","65","101","보통"
"2023-01-03","11:29","충북","청주시 청원구","중부로(남→북)","충청북도 청주시 청원구 오창읍 각리 662도","충청북도 청주시 청원구 오창읍 여천리 553-9 천","-3","56","163","나쁨"
"2023-01-03","11:36","충북","청주시 청원구","과학산업2로(동→서)","충청북도 청주시 청원구 오창읍 송대리 325 도","충청북도 청주시 청원구 오창읍 구룡리 444도","-2","55","492","매우나쁨"
"2023-01-03","11:49","충북","청주시 청원구","과학산업5로(서→동)","충청북도 청주시 청원구 오창읍 구룡리 444도","충청북도 청주시 청원구 오창읍 각리 662도","-2","51","422","매우나쁨"
"2023-01-03","13:08","충북","증평군","충청대로(북→남)","충청북도 증평군 도안면 송정리 745도","충청북도 증평군 증평읍 초중리 516-12구","0","49","279","매우나쁨"
"2023-01-03","13:16","충북","증평군","중앙로(서→동)","충청북도 증평군 증평읍 초중리 520-1 도","충청북도 증평군 증평읍 장동리 914도","0","50","228","매우나쁨"
"2023-01-03","13:39","충북","진천군","문화로(북→남)","충청북도 진천군 진천읍 신정리 506 답","충청북도 진천군 진천읍 신정리 504-2 도","1","43","464","매우나쁨"
"2023-01-03","14:10","충북","음성군","원중로(서→동)","충청북도 음성군 맹동면 본성리 산65-4 도","충청북도 음성군 원남면 보천리 392-3도","1","40","335","매우나쁨"
"2023-01-03","15:06","충북","괴산군","임꺽정로(서→동)","충청북도 괴산군 소수면 아성리 754-2 도","충청북도 괴산군 괴산읍 동부리 456-11도","1","44","116","보통"
"2023-01-03","16:07","충북","충주시","계명대로(서→동)","충청북도 충주시 칠금동 188-9도","충청북도 충주시 연수동 1754 도","1","37","283","매우나쁨"
"2023-01-04","09:15","충북","충주시","중원대로(서→동)","충청북도 충주시 신니면 광월리 777-1도","충청북도 충주시 수안보면 화천리 산23임","-8","87","1","매우좋음"
"2023-01-04","09:21","충북","충주시","국원대로(남→북)","충청북도 충주시 문화동 572도","충청북도 충주시 용탄동 1138도","-7","84","1","매우좋음"
"2023-01-04","10:10","충북","제천시","의림대로(남→북)","충청북도 제천시 화산동 260도","충청북도 제천시 송학면 도화리 산10-13임","-6","66","15","매우좋음"
"2023-01-04","11:17","경기","안성시","공도로(서→동)","경기도 안성시 공도읍 용두리 731-2도","경기도 안성시 공도읍 만정리 676-2도","1","52","141","보통"
"2023-01-04","11:21","경기","안성시","공도4로(남→북)","경기도 안성시 공도읍 만정리 838도","경기도 안성시 공도읍 만정리 836도","1","55","1219","매우나쁨"
"2023-01-04","11:26","경기","안성시","덕봉서원로(남→북)","경기도 안성시 공도읍 만정리 836도","경기도 안성시 양성면 동항리 797도","1","54","63","좋음"
"2023-01-04","11:51","경기","안성시","보개원삼로(남→북)","경기도 안성시 봉산동 92도","경기도 안성시 보개면 북가현리 산174-1임","2","58","88","좋음"
"2023-01-04","11:52","경기","안성시","비봉로(서→동)","경기도 안성시 가사동 77-14답","경기도 안성시 가사동 47-20도","2","60","43","매우좋음"
"2023-01-04","12:58","경기","이천시","이섭대천로(남→북)","경기도 이천시 호법면 매곡리 558-2 도","경기도 이천시 증포동 14-2 도","1","51","394","매우나쁨"
"2023-01-04","13:05","경기","이천시","구만리로(서→동)","경기도 이천시 증일동 89-9 도","경기도 이천시 부발읍 마암리 446 도","2","50","864","매우나쁨"
"2023-01-04","13:12","경기","이천시","증신로(남→북)","경기도 이천시 안흥동 159 도","경기도 이천시 신둔면 도암리 352-12 도","2","45","537","매우나쁨"
"2023-01-05","10:44","경기","동두천시","평화로(남→북)","경기도 양주시 봉양동 801-3답","경기도 동두천시 하봉암동 157-11 도","-4","68","125","보통"
"2023-01-05","11:01","경기","동두천시","강변로(북→남)","경기도 동두천시 하봉암동 327-38 장","경기도 동두천시 송내동 467-4 도","-3","67","692","매우나쁨"
"2023-01-05","11:32","경기","동두천시","상패로(서→동)","경기도 동두천시 상패동 114-3 도","경기도 동두천시 보산동 441-3 도","-2","60","1044","매우나쁨"
"2023-01-05","11:15","경기","광주시","태재로(서→동)","경기도 광주시 오포읍 신현리 산116-2임","경기도 광주시 오포읍 능평리 59-1도","-2","65","4","매우좋음"
"2023-01-05","11:36","경기","광주시","포돌이로(서→동)","경기도 광주시 탄벌동 505-7 도","경기도 광주시 탄벌동 54-4천","-2","65","6","매우좋음"
"2023-01-05","11:46","경기","광주시","파발로(북→남)","경기도 광주시 탄벌동 17-7 도","경기도 광주시 역동 28-21 천","-2","64","5","매우좋음"
"2023-01-05","12:09","경기","광주시","광주대로(남→북)","경기도 광주시 역동 27-46도","경기도 광주시 송정동 529도","-1","63","6","매우좋음"
"2023-01-05","13:36","경기","여주시","세종로(남→북)","경기도 여주시 점봉동 230-14도","경기도 여주시 홍문동 86도","1","58","9","매우좋음"
"2023-01-05","13:54","경기","여주시","우암로(북→남)","경기도 여주시 하동 195-1도","경기도 여주시 월송동 416도","1","61","28","매우좋음"
"2023-01-06","10:24","경기","시흥시","계수로(동→서)","경기도 시흥시 과림동 79-4도","경기도 시흥시 계수동 747-19도","2","82","20","매우좋음"
"2023-01-06","10:24","경기","시흥시","계수로(동→서)","경기도 시흥시 과림동 79-4도","경기도 시흥시 계수동 747-19도","2","82","20","매우좋음"
"2023-01-06","10:46","경기","시흥시","마유로(북→남)","경기도 시흥시 계수동 산 111-12임","경기도 시흥시 정왕동 2207-18도","2","86","1","매우좋음"
"2023-01-06","10:46","경기","시흥시","마유로(북→남)","경기도 시흥시 계수동 산 111-12임","경기도 시흥시 정왕동 2207-18도","2","86","1","매우좋음"
"2023-01-06","11:03","경기","시흥시","마유로(북→남)","경기도 시흥시 계수동 산 111-12임","경기도 시흥시 정왕동 2207-18도","4","76","139","보통"
"2023-01-06","11:03","경기","시흥시","마유로(북→남)","경기도 시흥시 계수동 산 111-12임","경기도 시흥시 정왕동 2207-18도","4","76","139","보통"
"2023-01-06","11:18","경기","시흥시","공단3대로(동→서)","경기도 시흥시 정왕동 2207-24천","경기도 시흥시 정왕동 2207-26 도","4","79","330","매우나쁨"
"2023-01-06","11:18","경기","시흥시","공단3대로(동→서)","경기도 시흥시 정왕동 2207-24천","경기도 시흥시 정왕동 2207-26 도","4","79","330","매우나쁨"
"2023-01-06","12:18","경기","시흥시","시화벤처로(서→동)","경기도 시흥시 정왕동 2595-1도","경기도 시흥시 정왕동","4","80","263","매우나쁨"
"2023-01-06","12:18","경기","시흥시","시화벤처로(서→동)","경기도 시흥시 정왕동 2595-1도","경기도 시흥시 정왕동","4","80","263","매우나쁨"
"2023-01-06","10:07","서울","용산구","이태원로(동→서)","서울특별시 용산구 한남동 726-495도","서울특별시 용산구 한강로1가 97도","0","63","5","매우좋음"
"2023-01-06","10:07","서울","용산구","이태원로(동→서)","서울특별시 용산구 한남동 726-495도","서울특별시 용산구 한강로1가 97도","0","63","5","매우좋음"
"2023-01-06","10:28","서울","용산구","한강대로(남→북)","서울특별시 용산구 이촌동 372천","서울특별시 용산구 동자동 43-207도","1","60","6","매우좋음"
"2023-01-06","10:28","서울","용산구","한강대로(남→북)","서울특별시 용산구 이촌동 372천","서울특별시 용산구 동자동 43-207도","1","60","6","매우좋음"
"2023-01-06","10:56","서울","용산구","청파로(북→남)","서울특별시 용산구 서계동 217-2 도","서울특별시 용산구 이촌동 322천","2","57","7","매우좋음"
"2023-01-06","10:56","서울","용산구","청파로(북→남)","서울특별시 용산구 서계동 217-2 도","서울특별시 용산구 이촌동 322천","2","57","7","매우좋음"
"2023-01-06","11:24","서울","영등포구","국회대로(동→서)","서울특별시 마포구 당인동 313 천","서울특별시 영등포구 양평동3가 57-5도","3","56","12","매우좋음"
"2023-01-06","11:24","서울","영등포구","국회대로(동→서)","서울특별시 마포구 당인동 313 천","서울특별시 영등포구 양평동3가 57-5도","3","56","12","매우좋음"
"2023-01-06","11:39","서울","영등포구","영등포로(서→동)","서울특별시 영등포구 양평동2가 42-1도","서울특별시 영등포구 신길동 산168도","4","54","9","매우좋음"
"2023-01-06","11:39","서울","영등포구","영등포로(서→동)","서울특별시 영등포구 양평동2가 42-1도","서울특별시 영등포구 신길동 산168도","4","54","9","매우좋음"
"2023-01-09","10:39","경기","양주시","화합로(동→서)","경기도 양주시 회암동 산10-3도","경기도 양주시 광적면 효촌리 산52-1임","5","93","13","매우좋음"
"2023-01-09","10:45","경기","양주시","회정로(서→동)","경기도 양주시 회정동 203-1천","경기도 양주시 고암동 119도","5","96","10","매우좋음"
"2023-01-09","10:51","경기","양주시","독바위로(북→남)","경기도 양주시 덕정동 211도","경기도 양주시 옥정동 941-8도","5","96","156","나쁨"
"2023-01-09","10:59","경기","양주시","회천로(서→동)","경기도 양주시 고암동 549-2답","경기도 양주시 율정동 410-1 도","5","93","13","매우좋음"
"2023-01-09","11:10","경기","양주시","옥정서로(북→남)","경기도 양주시 옥정동 867-119창","경기도 양주시 옥정동 1049-8도","5","81","188","나쁨"
"2023-01-09","11:18","경기","양주시","옥정동로(남→북)","경기도 양주시 옥정동 1094도","경기도 양주시 옥정동 864-1643도","5","78","20","매우좋음"
"2023-01-09","11:33","경기","양주시","옥정로(북→남)","경기도 양주시 옥정동 864-1430답","경기도 양주시 고읍동 462-5도","6","74","29","매우좋음"
"2023-01-09","11:45","경기","양주시","부흥로(동→서)","경기도 양주시 삼숭동 산30-11임","경기도 양주시 광적면 비암리 산119-3도","6","72","58","좋음"
"2023-01-09","11:51","경기","양주시","고읍남로(서→동)","경기도 양주시 광사동 723도","경기도 양주시 광사동 723도","6","70","255","매우나쁨"
"2023-01-09","12:00","경기","양주시","고읍북로(동→서)","경기도 양주시 만송동 717도","경기도 양주시 만송동 714도","6","69","100","좋음"
"2023-01-09","12:05","경기","양주시","고읍로(남→북)","경기도 양주시 만송동 343-1 도","경기도 양주시 고읍동 118-2도","6","68","38","매우좋음"
"2023-01-09","12:20","경기","양주시","회천남로(동→서)","경기도 양주시 옥정동 1084-4도","경기도 양주시 옥정동 820-7 답","6","67","197","나쁨"
"2023-01-09","12:48","경기","양주시","중앙로(동→서)","경기도 양주시 백석읍 방성리 538-1도","경기도 양주시 백석읍 오산리 653-12 구","6","54","152","나쁨"
"2023-01-09","15:53","광주","동구","남문로(남→북)","광주광역시 동구 선교동 산185임","광주광역시 동구 학동 994 도","9","67","341","매우나쁨"
"2023-01-09","16:30","광주","남구","서문대로(북→남)","광주광역시 남구 주월동 1010-4도","광주광역시 남구 이장동 산38-3 도","9","64","281","매우나쁨"
"2023-01-10","11:33","경기","시흥시","계수로(동→서)","경기도 시흥시 과림동 79-4도","경기도 시흥시 계수동 747-19도","4","51","285","매우나쁨"
"2023-01-10","11:40","경기","시흥시","대은로(북→남)","경기도 시흥시 은행동 581도","경기도 시흥시 대야동 산1-4도","4","52","299","매우나쁨"
"2023-01-10","11:48","경기","시흥시","은행로(남→북)","경기도 시흥시 은행동 600-3도","경기도 시흥시 은행동 596도","4","50","151","나쁨"
"2023-01-10","11:57","경기","시흥시","복지로(남→북)","경기도 시흥시 신천동 809-1 도","경기도 시흥시 대야동 420-30천","4","51","150","보통"
"2023-01-10","12:06","경기","시흥시","수인로(서→동)","경기도 시흥시 신천동 598-1도","경기도 시흥시 조남동 산62-2도","6","48","198","나쁨"
"2023-01-10","13:54","경기","시흥시","동서로(동→서)","경기도 시흥시 목감동 34-2도","경기도 시흥시 월곶동 520-229도","8","45","140","보통"
"2023-01-10","14:22","경기","시흥시","월곶중앙로14번길(남→북)","경기도 시흥시 월곶동 1026도","경기도 시흥시 월곶동 1022도","7","53","152","나쁨"
"2023-01-10","14:27","경기","시흥시","월곶중앙로(서→동)","경기도 시흥시 월곶동 1030도","경기도 시흥시 월곶동 1054도","6","57","20","매우좋음"
"2023-01-10","14:43","경기","시흥시","인선길(동→서)","경기도 시흥시 장곡동 262-4전","경기도 시흥시 장곡동 496-6도","7","49","48","매우좋음"
"2023-01-10","14:51","경기","시흥시","황고개로(북→남)","경기도 시흥시 장곡동 668-1도","경기도 시흥시 거모동 1262-3도","7","50","81","좋음"
"2023-01-10","15:09","경기","시흥시","군자로(남→북)","경기도 시흥시 거모동 1604-1도","경기도 시흥시 월곶동 942-30도","8","49","149","보통"
"2023-01-10","15:28","경기","시흥시","시청로(동→서)","경기도 시흥시 광석동 386-1도","경기도 시흥시 장현동 105도","7","50","14","매우좋음"
"2023-01-10","15:32","경기","시흥시","시흥대로(북→남)","경기도 시흥시 신천동 809도","경기도 시흥시 군자동 산42-3임","8","49","58","좋음"
"2023-01-10","15:43","경기","시흥시","능곡로(남→북)","경기도 시흥시 화정동 651-3 도","경기도 시흥시 능곡동 769도","7","50","105","보통"
"2023-01-10","15:49","경기","시흥시","승지로(남→북)","경기도 시흥시 능곡동 784도","경기도 시흥시 능곡동 488도","7","49","274","매우나쁨"
"2023-01-10","16:03","경기","시흥시","연성로(동→서)","경기도 시흥시 광석동 54-10 도","경기도 시흥시 하중동 775-11 도","7","50","130","보통"
"2023-01-10","16:08","경기","시흥시","관곡지로(서→동)","경기도 시흥시 하중동 377-5도","경기도 시흥시 하상동 307-4도","7","52","151","나쁨"
"2023-01-10","16:17","경기","시흥시","하중로(남→북)","경기도 시흥시 광석동 337도","경기도 시흥시 하중동 137-20도","7","51","176","나쁨"
"2023-01-10","10:21","경기","의정부시","서부로(남→북)","경기도 의정부시 호원동 218-18 도","경기도 의정부시 녹양동 107-37 도","-1","70","14","매우좋음"
"2023-01-10","10:34","경기","의정부시","호국로(동→서)","경기도 의정부시 자일동 산44-5도","경기도 양주시 장흥면 울대리 산46-2구","0","67","101","보통"
"2023-01-10","10:43","경기","의정부시","경의로(서→동)","경기도 의정부시 의정부동 616도","경기도 의정부시 신곡동 748-1도","0","67","14","매우좋음"
"2023-01-10","10:44","경기","의정부시","신흥로(북→남)","경기도 의정부시 가능동 816 도","경기도 의정부시 호원동 440-4도","0","66","199","나쁨"
"2023-01-10","10:48","경기","의정부시","회룡로(서→동)","경기도 의정부시 호원동 393-3 답","경기도 의정부시 신곡동 산87-6 도","0","66","19","매우좋음"
"2023-01-10","10:52","경기","의정부시","장곡로(북→남)","경기도 의정부시 신곡동 813-22도","경기도 의정부시 장암동 142-10잡","0","67","186","나쁨"
"2023-01-10","11:08","경기","의정부시","동일로(북→남)","경기도 의정부시 녹양동 8-7천","경기도 의정부시 장암동 385-25 도","2","65","28","매우좋음"
"2023-01-10","11:13","경기","의정부시","시민로(서→동)","경기도 의정부시 의정부동 617도","경기도 의정부시 용현동 65-7도","2","63","26","매우좋음"
"2023-01-10","11:17","경기","의정부시","금신로(남→북)","경기도 의정부시 장암동 산14-4 도","경기도 의정부시 금오동 384-1도","2","63","37","매우좋음"
"2023-01-10","11:19","경기","의정부시","추동로(서→동)","경기도 의정부시 신곡동 690도","경기도 의정부시 금오동 21-3도","2","63","7","매우좋음"
"2023-01-10","11:27","경기","의정부시","천보로(서→동)","경기도 의정부시 금오동 382-2도","경기도 의정부시 민락동 912 도","3","61","36","매우좋음"
"2023-01-10","11:33","경기","의정부시","민락로(남→북)","경기도 의정부시 용현동 65-7도","경기도 의정부시 자일동 산48-5임","3","61","4","매우좋음"
"2023-01-10","11:40","경기","의정부시","용민로(동→서)","경기도 의정부시 민락동 908 도","경기도 의정부시 용현동 406-3도","3","60","12","매우좋음"
"2023-01-10","09:17","광주","서구","상무대로(서→동)","광주광역시 서구 벽진동 836천","광주광역시 서구 양동 456-80천","0","74","21","매우좋음"
"2023-01-10","09:47","광주","남구","대남대로(서→동)","광주광역시 남구 월산동 1058-2도","광주광역시 남구 방림동 509천","2","69","110","보통"
"2023-01-10","10:06","광주","동구","필문대로(남→북)","광주광역시 동구 학동 26-5도","광주광역시 동구 계림동 594-2도","2","68","62","좋음"
"2023-01-10","10:33","광주","북구","우치로(남→북)","광주광역시 북구 중흥동 378-6도","광주광역시 북구 용전동 1135-5도","2","65","104","보통"
"2023-01-10","11:12","광주","광산구","임방울대로(북→남)","광주광역시 광산구 쌍암동 696도","광주광역시 광산구 우산동 535-4 도","4","61","166","나쁨"
"2023-01-10","14:40","대구","달성군","국가산단대로(북→남)","대구광역시 달성군 구지면 창리 1434 대","대구광역시 달성군 구지면 유산리 356-4 도","11","42","557","매우나쁨"
"2023-01-10","15:06","대구","달성군","테크노남로(서→동)","대구광역시 달성군 유가면 금리 1134-3 공","대구광역시 달성군 유가면 봉리 658 도","11","38","65","좋음"
"2023-01-10","15:16","대구","달성군","테크노공원로(동→서)","대구광역시 달성군 유가면 봉리 656 도","대구광역시 달성군 현풍면 중리 544 도","11","39","214","매우나쁨"
"2023-01-10","16:07","대구","달성군","테크노대로(서→동)","대구광역시 달성군 현풍면 중리 544 도","대구광역시 달성군 유가면 용리 888-3 대","11","40","74","좋음"
"2023-01-11","11:01","경기","성남시 중원구","제일로(북→남)","경기도 성남시 중원구 성남동","경기도 성남시 중원구 하대원동 456-4구","4","78","3","매우좋음"
"2023-01-11","11:04","경기","성남시 중원구","둔촌대로(서→동)","경기도 성남시 중원구 성남동 1766천","경기도 성남시 중원구 상대원동 425-7도","4","75","1","매우좋음"
"2023-01-11","11:20","경기","성남시 중원구","순환로(남→북)","경기도 성남시 중원구 갈현동 61-1도","경기도 성남시 중원구 은행동 531도","4","73","2","매우좋음"
"2023-01-11","11:38","경기","성남시 중원구","희망로(남→북)","경기도 성남시 중원구 도촌동 425-3도","경기도 성남시 수정구 산성동 2222도","5","68","1","매우좋음"
"2023-01-11","11:46","경기","성남시 중원구","광명로(서→동)","경기도 성남시 중원구 성남동 1575도","경기도 성남시 중원구 금광동 2470-6도","5","67","2","매우좋음"
"2023-01-11","11:56","경기","성남시 중원구","황송로(남→북)","경기도 성남시 중원구 금광동 2427도","경기도 성남시 중원구 금광동 2480-11임","4","69","1","매우좋음"
"2023-01-11","12:03","경기","성남시 중원구","산성대로(동→서)","경기도 성남시 수정구 양지동 920도","경기도 성남시 중원구 성남동 1750전","6","61","17","매우좋음"
"2023-01-11","13:02","경기","성남시 수정구","수정로(서→동)","경기도 성남시 수정구 태평동 7286-2답","경기도 성남시 수정구 양지동 877도","7","52","8","매우좋음"
"2023-01-11","09:24","대구","달서구","조암로(서→동)","대구광역시 달서구 월암동 858-8 도","대구광역시 달서구 월성동 78도","0","86","23","매우좋음"
"2023-01-11","09:42","대구","달서구","성서동로(남→북)","대구광역시 달서구 월암동 913도","대구광역시 달서구 용산동 500도","2","79","48","매우좋음"
"2023-01-11","10:05","대구","서구","평리로(서→동)","대구광역시 서구 중리동 1189-26 도","대구광역시 서구 비산동 2094-32도","3","75","16","매우좋음"
"2023-01-11","10:22","대구","서구","문화로(동→서)","대구광역시 서구 비산동 498-1도","대구광역시 서구 이현동 42-232도","3","71","41","매우좋음"
"2023-01-11","11:10","대구","북구","구리로(서→동)","대구광역시 북구 동천동 959-3도","대구광역시 북구 국우동 476-1도","6","65","15","매우좋음"
"2023-01-11","11:42","대구","북구","검단공단로(북→남)","대구광역시 북구 검단동 498-49 도","대구광역시 북구 검단동 936-49 도","8","59","250","매우나쁨"
"2023-01-11","12:50","대구","동구","동북로(서→동)","대구광역시 동구 신암동 1760도","대구광역시 동구 효목동 647도","10","46","40","매우좋음"
"2023-01-11","13:15","대구","동구","이노밸리로(서→동)","대구광역시 동구 상매동 509 도","대구광역시 동구 신서동 1191 도","11","35","79","좋음"
"2023-01-11","14:00","대구","중구","태평로(동→서)","대구광역시 중구 동인동3가 405-1천","대구광역시 중구 달성동 161도","12","34","75","좋음"
"2023-01-11","14:23","대구","중구","달성로(남→북)","대구광역시 중구 동산동 635도","대구광역시 중구 태평로3가 247-10도","12","34","22","매우좋음"
"2023-01-11","14:32","대구","중구","동덕로(북→남)","대구광역시 중구 동인동1가 405-1 도","대구광역시 중구 대봉동 122-2 도","12","33","54","좋음"
"2023-01-11","14:57","대구","남구","봉덕로(서→동)","대구광역시 남구 봉덕동 1306 도","대구광역시 남구 봉덕동 841-1 도","12","29","214","매우나쁨"
"2023-01-11","15:05","대구","남구","대덕로(동→서)","대구광역시 남구 봉덕동 884-1 도","대구광역시 남구 대명동 1291 도","12","27","140","보통"
"2023-01-11","15:12","대구","수성구","희망로(서→동)","대구광역시 남구 이천동 655-144 천","대구광역시 수성구 황금동 908도","12","29","49","매우좋음"
"2023-01-11","16:05","대구","수성구","수성로(남→북)","대구광역시 수성구 파동 616-4대","대구광역시 수성구 수성동4가 1291-1천","12","30","77","좋음"
"2023-01-12","11:08","경기","성남시 분당구","분당로(동→서)","경기도 성남시 분당구 분당동 199-1도","경기도 성남시 분당구 서현동 282-2도","6","52","45","매우좋음"
"2023-01-12","11:35","경기","성남시 분당구","성남대로(남→북)","경기도 성남시 분당구 구미동 197-1도","경기도 성남시 분당구 야탑동 487-1도","8","43","35","매우좋음"
"2023-01-12","12:02","경기","성남시 중원구","성남대로(남→북)","경기도 성남시 중원구 여수동 306-7도","경기도 성남시 중원구 성남동 1576도","9","38","21","매우좋음"
"2023-01-12","12:05","경기","성남시 수정구","성남대로(남→북)","경기도 성남시 중원구 성남동 1503도","서울특별시 송파구 장지동 596-21도","9","40","67","좋음"
"2023-01-12","12:37","경기","성남시 수정구","대왕판교로(북→남)","경기도 성남시 수정구 신촌동 143-4천","경기도 성남시 수정구 금토동 273-39 도","10","38","80","좋음"
"2023-01-12","09:23","대구","북구","칠성남로(동→서)","대구광역시 북구 칠성동1가 276-1천","대구광역시 북구 고성동2가","3","62","68","좋음"
"2023-01-16","14:20","충남","부여군","성왕로(서→동)","충청남도 부여군 부여읍 군수리 53-1 답","충청남도 부여군 부여읍 가탑리 5-18 답","1","47","638","매우나쁨"
"2023-01-16","14:35","충남","부여군","사비로(남→북)","충청남도 부여군 부여읍 동남리 177-3 도","충청남도 부여군 부여읍 구아리 439 도","1","46","379","매우나쁨"
"2023-01-16","14:41","충남","부여군","계백로(서→동)","충청남도 부여군 규암면 반산리 357 도","충청남도 부여군 부여읍 쌍북리 568-7도","1","46","381","매우나쁨"
"2023-01-16","15:20","충남","서천군","사곡로(서→동)","충청남도 서천군 서천읍 사곡리 339-3 도","충청남도 서천군 서천읍 화금리 670-8 도","0","52","141","보통"
"2023-01-16","15:24","충남","서천군","서문로(북→남)","충청남도 서천군 문산면 은곡리 산3-3 임","충청남도 서천군 서천읍 군사리 173-4 도","0","48","294","매우나쁨"
"2023-01-16","10:52","경기","시흥시","서해안로(북→남)","경기도 시흥시 계수동 371-3 도","경기도 시흥시 정왕동 2207-26 도","-3","50","57","좋음"
"2023-01-16","11:07","경기","시흥시","공단2대로(서→동)","경기도 시흥시 정왕동 1708-1 도","경기도 시흥시 정왕동 2117도","-3","44","86","좋음"
"2023-01-16","11:17","경기","시흥시","공단3대로(동→서)","경기도 시흥시 정왕동 2207-24천","경기도 시흥시 정왕동 2207-26 도","-3","42","89","좋음"
"2023-01-16","12:20","경기","시흥시","공단1대로(서→동)","경기도 시흥시 정왕동 1349도","경기도 시흥시 정왕동 1305천","-3","41","96","좋음"
"2023-01-16","12:31","경기","시흥시","번영로(남→북)","경기도 시흥시 정왕동 1299도","경기도 시흥시 정왕동 1633도","-3","42","74","좋음"
"2023-01-16","12:35","경기","시흥시","정왕대로(동→서)","경기도 시흥시 정왕동 2155천","경기도 시흥시 정왕동 2139도","-2","41","36","매우좋음"
"2023-01-16","12:45","경기","시흥시","옥구공원로(서→동)","경기도 시흥시 정왕동 2139도","경기도 시흥시 정왕동 1633도","-2","39","95","좋음"
"2023-01-16","13:00","경기","시흥시","정왕신길로(동→서)","경기도 시흥시 정왕동 2155천","경기도 시흥시 정왕동 1893도","-2","39","119","보통"
"2023-01-16","13:14","경기","시흥시","중심상가로(서→동)","경기도 시흥시 정왕동 1909도","경기도 시흥시 정왕동 1633도","-2","39","121","보통"
"2023-01-16","13:32","경기","시흥시","역전로(남→북)","경기도 시흥시 정왕동 1633도","경기도 시흥시 정왕동 1890도","-2","40","272","매우나쁨"
"2023-01-16","13:54","경기","시흥시","옥구천동로(북→남)","경기도 시흥시 정왕동 1890도","경기도 시흥시 정왕동 2207-10도","-2","42","89","좋음"
"2023-01-16","14:13","경기","시흥시","마유로(남→북)","경기도 시흥시 정왕동 2207-18도","경기도 시흥시 계수동 산 111-12임","-2","45","77","좋음"
"2023-01-16","14:31","경기","시흥시","정왕천로(북→남)","경기도 시흥시 정왕동 1220도","경기도 시흥시 정왕동 2207-22도","-1","45","118","보통"
"2023-01-16","14:54","경기","시흥시","협력로(남→북)","경기도 시흥시 정왕동 2136도","경기도 시흥시 정왕동 1909도","-2","48","443","매우나쁨"
