"측정일자","측정시간","지역","지역명","도로명","시작점","종점","기온","습도","재비산먼지 평균농도","오염범례"
"2022-08-03","11:15","경기","파주시","충현로","경기도 파주시 파주읍 봉서리 353-2도","경기도 파주시 문산읍 선유리 478-2잡","30","84","26","매우좋음"
"2022-08-03","11:19","경기","파주시","돈유3로","경기도 파주시 문산읍 선유리 1381 도","경기도 파주시 문산읍 선유리 1373-14 장","29","85","22","매우좋음"
"2022-08-03","11:21","경기","파주시","돈유2로","경기도 파주시 문산읍 선유리 1385 도","경기도 파주시 문산읍 선유리 1381 도","29","84","61","좋음"
"2022-08-03","11:26","경기","파주시","돈유로","경기도 파주시 문산읍 선유리 1384 도","경기도 파주시 파주읍 향양리 634-4 도","29","85","64","좋음"
"2022-08-03","11:32","경기","파주시","우계로","경기도 파주시 파주읍 파주리 552-3구","경기도 파주시 문산읍 선유리 966-40답","29","84","49","매우좋음"
"2022-08-03","11:41","경기","파주시","당동2로","경기도 파주시 문산읍 당동리 934 도","경기도 파주시 문산읍 당동리 500-9 도","29","83","58","좋음"
"2022-08-03","11:59","경기","파주시","서영로","경기도 파주시 문산읍 내포리 1623 도","경기도 파주시 월롱면 덕은리 772-41 도","29","84","38","매우좋음"
"2022-08-03","12:07","경기","파주시","엘씨디로","경기도 파주시 월롱면 덕은리 772-41 도","경기도 파주시 월롱면 덕은리 535-11 도","29","84","33","매우좋음"
"2022-08-03","12:18","경기","파주시","엘지로","경기도 파주시 월롱면 위전리 325-1도","경기도 파주시 탄현면 낙하리 321도","29","84","91","좋음"
"2022-08-03","13:09","경기","파주시","헤이리로","경기도 파주시 탄현면 금산리 35-1도","경기도 파주시 탄현면 성동리 639도","30","81","169","나쁨"
"2022-08-03","13:18","경기","파주시","필승로","경기도 파주시 탄현면 성동리 639도","경기도 파주시 탄현면 법흥리 1647도","30","83","58","좋음"
"2022-08-03","13:34","경기","파주시","약산로","경기도 파주시 탄현면 법흥리 1603도","경기도 파주시 탄현면 법흥리 1603도","30","82","30","매우좋음"
"2022-08-03","13:36","경기","파주시","법흥로","경기도 파주시 탄현면 법흥리 1603도","경기도 파주시 탄현면 법흥리 1648도","30","81","38","매우좋음"
"2022-08-03","13:44","경기","파주시","성동로","경기도 파주시 탄현면 법흥리 1782도","경기도 파주시 탄현면 성동리 642도","30","81","26","매우좋음"
"2022-08-03","13:49","경기","파주시","얼음실로","경기도 파주시 탄현면 법흥리 1643도","경기도 파주시 탄현면 법흥리 1647도","30","81","46","매우좋음"
"2022-08-03","14:30","경기","파주시","평화로","경기도 파주시 탄현면 성동리 625도","경기도 파주시 금촌동 962-22도","30","79","27","매우좋음"
