"측정일자","측정시간","지역","지역명","도로명","시작점","종점","기온","습도","재비산먼지 평균농도","오염범례"
"2022-09-01","11:07","경기","성남시 수정구","여수대로","경기도 성남시 중원구 여수동 277-2도","경기도 성남시 수정구 시흥동 208-3전","26","66","99","좋음"
"2022-09-01","11:21","경기","성남시 수정구","대왕판교로","경기도 성남시 수정구 금토동 273-39 도","경기도 성남시 수정구 신촌동 143-4천","27","64","43","매우좋음"
"2022-09-01","11:41","경기","성남시 수정구","성남대로","서울특별시 송파구 장지동 596-21도","경기도 성남시 중원구 성남동 1503도","28","61","115","보통"
"2022-09-01","11:52","경기","성남시 중원구","성남대로","경기도 성남시 중원구 성남동 1576도","경기도 성남시 중원구 여수동 306-7도","28","58","18","매우좋음"
"2022-09-01","12:03","경기","성남시 중원구","돌마로","경기도 성남시 중원구 하대원동 411-5도","경기도 성남시 중원구 도촌동 426-1도","27","64","7","매우좋음"
"2022-09-01","12:08","경기","성남시 중원구","도촌남로","경기도 성남시 중원구 도촌동 412-8도","경기도 성남시 중원구 도촌동 754천","27","64","10","매우좋음"
"2022-09-01","12:27","경기","성남시 중원구","희망로","경기도 성남시 중원구 도촌동 425-3도","경기도 성남시 수정구 산성동 2222도","28","60","34","매우좋음"
"2022-09-01","12:43","경기","성남시 수정구","헌릉로","경기도 성남시 수정구 산성동 2221-1 구","경기도 성남시 수정구 복정동 223-8 구","28","59","29","매우좋음"
"2022-09-01","12:53","경기","성남시 수정구","탄천로","경기도 성남시 수정구 복정동 446-4도","경기도 성남시 수정구 사송동 274-11천","28","61","80","좋음"
"2022-09-01","13:06","경기","성남시 수정구","수정로","경기도 성남시 수정구 태평동 7286-2답","경기도 성남시 수정구 양지동 877도","29","55","23","매우좋음"
"2022-09-01","13:34","경기","성남시 중원구","순환로","경기도 성남시 중원구 은행동 531도","경기도 성남시 중원구 갈현동 61-1도","29","56","58","좋음"
"2022-09-01","13:41","경기","성남시 중원구","사기막골로","경기도 성남시 중원구 상대원동 1627도","경기도 성남시 중원구 상대원동 39-36천","29","55","65","좋음"
"2022-09-01","13:48","경기","성남시 중원구","둔촌대로","경기도 성남시 중원구 상대원동 425-7도","경기도 성남시 중원구 성남동 1766천","30","49","83","좋음"
"2022-09-01","14:06","경기","성남시 중원구","산성대로","경기도 성남시 중원구 성남동 1750전","경기도 성남시 수정구 양지동 920도","30","48","44","매우좋음"
"2022-09-01","14:27","경기","성남시 중원구","광명로","경기도 성남시 중원구 금광동 2470-6도","경기도 성남시 중원구 성남동 1575도","30","48","536","매우나쁨"
"2022-09-01","14:40","경기","성남시 중원구","시민로","경기도 성남시 중원구 성남동 1315도","경기도 성남시 중원구 하대원동 282도","30","47","82","좋음"
"2022-09-01","14:53","경기","성남시 중원구","제일로","경기도 성남시 중원구 하대원동 456-4구","경기도 성남시 중원구 성남동","31","46","47","매우좋음"
"2022-09-01","14:55","경기","성남시 수정구","제일로","경기도 성남시 수정구 수진동 2677-1도","경기도 성남시 수정구 태평동 1 도","30","47","28","매우좋음"
"2022-09-01","15:10","경기","성남시 중원구","공원로","경기도 성남시 수정구 복정동 54-4도","경기도 성남시 중원구 도촌동 412-8도","30","46","62","좋음"
"2022-09-01","15:27","충북","단양군","삼봉로","충청북도 단양군 단양읍 상진리 1018도","충청북도 단양군 매포읍 하괴리 440도","27","61","33","매우좋음"
"2022-09-01","15:47","충북","단양군","단양로","충청북도 단양군 대강면 당동리 26-5도","충청북도 단양군 매포읍 김산리 243-7도","28","58","76","좋음"
"2022-09-01","16:17","충북","제천시","용두대로","충청북도 제천시 하소동 342 도","충청북도 제천시 봉양읍 봉양리 724-39 도","28","56","38","매우좋음"
"2022-09-01","16:31","충북","제천시","의림대로","충청북도 제천시 송학면 도화리 산10-13임","충청북도 제천시 화산동 260도","27","57","48","매우좋음"
"2022-09-01","10:24","경기","남양주시","가운로2길","경기도 남양주시 가운동 711 도","경기도 남양주시 가운동 711 도","26","95","12","매우좋음"
"2022-09-01","10:28","경기","남양주시","가운로","경기도 남양주시 가운동 545-12 도","경기도 남양주시 도농동 89-12 도","25","99","22","매우좋음"
"2022-09-01","10:35","경기","남양주시","도농로","경기도 남양주시 도농동 53-13대","경기도 남양주시 지금동 577-5답","25","97","19","매우좋음"
"2022-09-01","10:49","경기","남양주시","홍유릉로","경기도 남양주시 일패동 695-1구","경기도 남양주시 금곡동 428-8구","26","89","19","매우좋음"
"2022-09-01","10:53","경기","남양주시","사릉로","경기도 남양주시 금곡동 428-13답","경기도 남양주시 진접읍 연평리 656-1 도","26","89","34","매우좋음"
"2022-09-01","11:13","경기","남양주시","양지로","경기도 남양주시 오남읍 오남리 468-6 도","경기도 남양주시 오남읍 양지리 749-5 답","27","85","14","매우좋음"
"2022-09-01","11:30","경기","남양주시","금강로","경기도 남양주시 진건읍 진관리 914-19천","경기도 남양주시 진접읍 팔야리 401-2도","28","82","10","매우좋음"
"2022-09-01","11:50","경기","남양주시","해밀예당1로","경기도 남양주시 진접읍 금곡리 1127-39 도","경기도 남양주시 진접읍 연평리 107-7 도","28","79","37","매우좋음"
"2022-09-01","12:41","경기","남양주시","해밀예당3로","경기도 남양주시 진접읍 장현리 230-28 도","경기도 남양주시 오남읍 양지리","31","63","17","매우좋음"
"2022-09-01","12:53","경기","남양주시","해밀예당2로","경기도 남양주시 진접읍 금곡리 240-2도","경기도 남양주시 진접읍 금곡리 1127-4 도","29","68","17","매우좋음"
"2022-09-01","13:04","경기","남양주시","양진로","경기도 남양주시 진접읍 연평리 134-12 천","경기도 남양주시 일패동 72-16 도","30","67","42","매우좋음"
"2022-09-01","13:36","경기","남양주시","경춘로","경기도 남양주시 도농동 155-7천","경기도 남양주시 화도읍 구암리 산28-4임","30","68","23","매우좋음"
"2022-09-01","13:45","경기","남양주시","늘을1로","경기도 남양주시 평내동 121-16도","경기도 남양주시 호평동 710-4도","29","71","12","매우좋음"
"2022-09-01","14:03","경기","남양주시","맷돌로","경기도 남양주시 화도읍 마석우리 361도","경기도 남양주시 화도읍 묵현리 232-10 도","29","78","19","매우좋음"
"2022-09-01","14:14","경기","남양주시","호평로","경기도 남양주시 호평동 3-10전","경기도 남양주시 호평동 692도","30","69","27","매우좋음"
"2022-09-01","14:18","경기","남양주시","늘을3로","경기도 남양주시 호평동 685도","경기도 남양주시 호평동 705-1 도","29","68","23","매우좋음"
"2022-09-01","10:10","경기","광명시","범안로","경기도 광명시 노온사동 546-1 제","경기도 광명시 하안동 712도","25","82","40","매우좋음"
"2022-09-01","10:21","경기","광명시","안양천로","경기도 광명시 하안동 716도","경기도 광명시 소하동 55-1도","26","82","5","매우좋음"
"2022-09-01","11:18","경기","광명시","시청로","경기도 광명시 철산동 460도","경기도 광명시 철산동 467-1도","27","76","793","매우나쁨"
"2022-09-01","11:29","경기","광명시","철망산로","경기도 광명시 하안동 864-9도","경기도 광명시 하안동 710도","27","76","125","보통"
"2022-09-01","11:39","경기","광명시","하안로","경기도 광명시 철산동 634-4도","경기도 광명시 소하동 610-18도","28","75","56","좋음"
"2022-09-01","11:54","경기","광명시","기아로","서울특별시 금천구 시흥동 669-2천","경기도 광명시 소하동 1271-1도","29","72","11","매우좋음"
"2022-09-01","12:06","경기","광명시","성채로","경기도 광명시 소하동 산 181-15천","경기도 광명시 소하동 1401도","28","76","242","매우나쁨"
"2022-09-01","12:09","경기","광명시","덕안로","경기도 광명시 소하동 739-1도","경기도 광명시 일직동 312-6도","29","71","31","매우좋음"
"2022-09-01","12:40","경기","광명시","일직로","경기도 광명시 일직동 50도","경기도 광명시 일직동 489-2도","29","68","5","매우좋음"
"2022-09-01","12:49","경기","광명시","오리로","경기도 광명시 일직동 372-15임","경기도 광명시 광명동 776-10천","30","65","43","매우좋음"
