"측정일자","측정시간","지역","지역명","도로명","시작점","종점","기온","습도","재비산먼지 평균농도","오염범례"
"2023-11-01","11:11","경기","안성시","남파로","경기도 안성시 봉산동 95도","경기도 안성시 신건지동 72도","20","78","94","좋음"
"2023-11-01","11:24","경기","안성시","공단로","경기도 안성시 신건지동 72도","경기도 안성시 신모산동 27도","20","78","18","매우좋음"
"2023-11-01","11:31","경기","안성시","중앙로","경기도 안성시 대덕면 내리 670-3도","경기도 안성시 봉산동 92도","20","78","18","매우좋음"
"2023-11-01","11:47","경기","안성시","안성맞춤대로","경기도 안성시 양성면 난실리 209도","경기도 안성시 서운면 현매리 226-2도","20","77","25","매우좋음"
"2023-11-01","11:54","경기","안성시","제2공단1길","경기도 안성시 미양면 계륵리 275도","경기도 안성시 미양면 구수리 10-2답","20","77","11","매우좋음"
"2023-11-01","12:02","경기","안성시","서운로","경기도 안성시 계동 170-3도","경기도 안성시 서운면 산평리 316-3천","20","77","26","매우좋음"
"2023-11-01","12:08","경기","안성시","제4산단로","경기도 안성시 서운면 양촌리 477 도","경기도 안성시 미양면 양변리 산9-58 임","20","78","59","좋음"
"2023-11-01","13:10","경기","안성시","공도로","경기도 안성시 공도읍 만정리 676-2도","경기도 안성시 공도읍 용두리 731-2도","22","74","46","매우좋음"
"2023-11-01","13:16","경기","안성시","서동대로","경기도 안성시 공도읍 진사리 633-4도","경기도 안성시 일죽면 당촌리 산1-4도","22","74","14","매우좋음"
"2023-11-01","13:39","경기","안성시","청원로","경기도 안성시 원곡면 외가천리 255-4도","경기도 평택시 도일동 산286-1도","22","73","19","매우좋음"
"2023-11-01","11:52","경기","이천시","서동대로","경기도 이천시 설성면 행죽리 662-5 구","경기도 이천시 장호원읍 장호원리 357 천","19","100","2","매우좋음"
"2023-11-01","12:35","경기","이천시","경충대로","경기도 이천시 장호원읍 진암리 703 도","경기도 이천시 신둔면 수광리 산 63 도","17","100","18","매우좋음"
"2023-11-01","12:51","경기","이천시","이섭대천로","경기도 이천시 증포동 14-2 도","경기도 이천시 호법면 매곡리 558-2 도","17","100","37","매우좋음"
"2023-11-01","13:10","경기","이천시","프리미엄아울렛로","경기도 이천시 호법면 단천리 711 천","경기도 이천시 마장면 표교리 542 답","18","100","11","매우좋음"
"2023-11-01","13:27","경기","이천시","남정로","경기도 이천시 신둔면 수광리 716 도","경기도 이천시 신둔면 남정리 산14-3 도","18","100","35","매우좋음"
"2023-11-01","13:36","경기","이천시","증신로","경기도 이천시 신둔면 도암리 352-12 도","경기도 이천시 안흥동 159 도","18","100","18","매우좋음"
"2023-11-01","13:55","경기","이천시","구만리로","경기도 이천시 부발읍 마암리 446 도","경기도 이천시 증일동 89-9 도","18","100","67","좋음"
"2023-11-01","14:12","경기","이천시","애련정로","경기도 이천시 안흥동 172-1 도","경기도 이천시 증포동 157-9 도","18","100","38","매우좋음"
