"측정일자","측정시간","지역","지역명","도로명","시작점","종점","기온","습도","재비산먼지 평균농도","오염범례"
"2022-03-02","15:25","경기","화성시","여울로","경기도 화성시 능동 1175도","경기도 화성시 능동 1243도","8","39","303","매우나쁨"
"2022-03-02","15:44","경기","화성시","10용사로","경기도 화성시 오산동  881-7도","경기도 화성시 안녕동 71-145전","8","41","111","보통"
"2022-03-02","16:12","경기","화성시","동화길","경기도 화성시 봉담읍 수영리 660-1도","경기도 화성시 봉담읍 분천리 51-2도","8","45","323","매우나쁨"
"2022-03-02","16:18","경기","화성시","최루백로","경기도 화성시 봉담읍 수기리 8-20대","경기도 화성시 봉담읍 상리 산10-5임","7","45","303","매우나쁨"
"2022-03-07","11:55","경기","오산시","경기대로","경기도 오산시 갈곶동 233도","경기도 오산시 세교동 160-11도","6","37","13","매우좋음"
"2022-03-07","12:40","경기","수원시 영통구","봉영로","경기도 수원시 영통구 망포동 574-6 도","경기도 용인시기흥구 영덕동 829-4도","7","32","34","매우좋음"
"2022-03-07","12:49","경기","수원시 영통구","영통로","경기도 용인시기흥구 영덕동 861도","경기도 수원시 영통구 망포동 678 구","7","30","222","매우나쁨"
"2022-03-07","13:32","경기","수원시 권선구","서수원로","경기도 수원시 권선구 오목천동 756-1 도","경기도 수원시 권선구 당수동 산25-1임","8","31","23","매우좋음"
"2022-03-07","13:51","경기","수원시 팔달구","수성로","경기도 수원시 팔달구 화서동 730-3도","경기도 수원시 팔달구 화서동 454-10도","8","29","25","매우좋음"
"2022-03-07","14:00","경기","수원시 장안구","경수대로","경기도 수원시 장안구 연무동 161-13 도","경기도 수원시 장안구 파장동 산45임","8","28","23","매우좋음"
"2022-03-07","14:20","경기","의왕시","경수대로","경기도 의왕시 오전동 산81-4도","경기도 의왕시 왕곡동","9","29","153","나쁨"
"2022-03-07","10:35","경기","포천시","태봉로","경기도 포천시 소흘읍 이동교리 38-7 도","경기도 포천시 소흘읍 송우리 731 도","4","44","300","매우나쁨"
"2022-03-07","10:58","경기","포천시","호국로","경기도 포천시 소흘읍 이동교리 산117-2 도","경기도 포천시 영북면 자일리 339-3천","4","42","153","나쁨"
"2022-03-07","11:05","경기","포천시","중앙로","경기도 포천시 신읍동 392-2도","경기도 포천시 신북면 기지리 827-3 도","5","40","253","매우나쁨"
"2022-03-07","11:44","경기","동두천시","강변로","경기도 동두천시 송내동 467-4 도","경기도 동두천시 하봉암동 327-38 장","6","37","155","나쁨"
"2022-03-07","12:14","경기","동두천시","상패로","경기도 동두천시 보산동 441-3 도","경기도 동두천시 상패동 114-3 도","6","33","587","매우나쁨"
"2022-03-07","12:21","경기","동두천시","삼육사로","경기도 동두천시 상패동 1081-10 잡","경기도 동두천시 탑동동 산40 임","7","33","226","매우나쁨"
"2022-03-07","12:41","경기","동두천시","이담로","경기도 동두천시 지행동 160-3 도","경기도 동두천시 지행동 725-7 도","7","32","305","매우나쁨"
"2022-03-07","13:25","경기","양주시","중앙로","경기도 양주시 백석읍 오산리 653-12 구","경기도 양주시 백석읍 방성리 538-1도","8","28","96","좋음"
"2022-03-07","14:28","경기","양주시","고읍남로","경기도 양주시 광사동 723도","경기도 양주시 광사동 723도","9","27","451","매우나쁨"
"2022-03-07","15:02","경기","양주시","옥정동로","경기도 양주시 옥정동 1094도","경기도 양주시 옥정동 864-1643도","8","28","121","보통"
"2022-03-07","15:27","경기","양주시","독바위로","경기도 양주시 덕정동 211도","경기도 양주시 옥정동 941-8도","9","29","51","좋음"
"2022-03-07","10:59","경기","성남시 수정구","대왕판교로","경기도 성남시 수정구 금토동 273-39 도","경기도 성남시 수정구 신촌동 143-4천","6","47","66","좋음"
"2022-03-07","11:16","경기","성남시 수정구","성남대로","서울특별시 송파구 장지동 596-21도","경기도 성남시 중원구 성남동 1503도","6","43","152","나쁨"
"2022-03-07","11:28","경기","성남시 중원구","성남대로","경기도 성남시 중원구 성남동 1576도","경기도 성남시 중원구 여수동 306-7도","6","42","21","매우좋음"
"2022-03-07","11:34","경기","성남시 분당구","성남대로","경기도 성남시 분당구 야탑동 487-1도","경기도 성남시 분당구 구미동 197-1도","7","40","40","매우좋음"
"2022-03-07","12:33","경기","성남시 분당구","분당로","경기도 성남시 분당구 분당동 199-1도","경기도 성남시 분당구 서현동 282-2도","7","34","89","좋음"
"2022-03-07","12:54","경기","성남시 중원구","둔촌대로","경기도 성남시 중원구 성남동 1766천","경기도 성남시 중원구 상대원동 425-7도","8","34","186","나쁨"
"2022-03-07","13:16","경기","성남시 중원구","황송로","경기도 성남시 중원구 금광동 2427도","경기도 성남시 중원구 금광동 2480-11임","7","28","135","보통"
"2022-03-07","13:19","경기","성남시 중원구","광명로","경기도 성남시 중원구 금광동 2470-6도","경기도 성남시 중원구 성남동 1575도","8","31","176","나쁨"
"2022-03-07","13:38","경기","성남시 수정구","수정로","경기도 성남시 수정구 태평동 7286-2답","경기도 성남시 수정구 양지동 877도","9","33","49","매우좋음"
"2022-03-07","14:01","경기","성남시 중원구","희망로","경기도 성남시 수정구 산성동 2222도","경기도 성남시 중원구 도촌동 425-3도","9","31","155","나쁨"
"2022-03-07","14:14","경기","성남시 중원구","금상로","경기도 성남시 중원구 상대원동 270-12도","경기도 성남시 중원구 상대원동 3000도","8","30","174","나쁨"
"2022-03-07","14:31","경기","성남시 중원구","제일로","경기도 성남시 중원구 하대원동 456-4구","경기도 성남시 중원구 성남동","10","28","75","좋음"
"2022-03-07","09:39","서울","강서구","공항대로","서울특별시 강서구 방화동 621-4도","서울특별시 양천구 목동 560도","4","54","173","나쁨"
"2022-03-07","09:55","서울","강서구","마곡중앙로","서울특별시 강서구 내발산동 751-2 도","서울특별시 강서구 마곡동 228-5제","4","52","88","좋음"
"2022-03-07","10:06","서울","강서구","양천로","서울특별시 강서구 방화동 515-4도","서울특별시 강서구 염창동 259-8제","5","47","204","매우나쁨"
"2022-03-07","10:40","서울","양천구","목동서로","서울특별시 양천구 목동 910-2제","서울특별시 양천구 신정동 324-4도","5","40","49","매우좋음"
"2022-03-07","10:53","서울","양천구","목동동로","서울특별시 양천구 신정동 574-1도","서울특별시 양천구 목동 910-2제","5","40","87","좋음"
"2022-03-07","11:40","경기","김포시","김포대로","경기도 김포시 고촌읍 전호리 328-11구","경기도 김포시 월곶면 포내리 5-1도","6","39","249","매우나쁨"
"2022-03-07","11:46","경기","김포시","중구로","경기도 김포시 북변동 107-11 도","경기도 김포시 사우동 1390도","6","40","968","매우나쁨"
"2022-03-07","13:02","경기","김포시","북변중로","경기도 김포시 걸포동 336-7도","경기도 김포시 북변동 872구","7","36","156","나쁨"
"2022-03-07","13:06","경기","김포시","돌문로","경기도 김포시 사우동 186-20도","경기도 김포시 사우동 838-45도","7","35","1286","매우나쁨"
"2022-03-07","13:11","경기","김포시","사우중로","경기도 김포시 사우동 263-1대","경기도 김포시 북변동 834도","8","34","591","매우나쁨"
"2022-03-07","14:09","인천","강화군","강화대로","경기도 김포시 월곶면 성동리","인천광역시 강화군 하점면 신봉리 50-6 전","7","36","420","매우나쁨"
"2022-03-07","11:21","경기","안양시 만안구","박달로","경기도 안양시만안구 박달동","경기도 안양시만안구 안양동 1223-1도","6","36","107","보통"
"2022-03-07","11:44","경기","안양시 만안구","만안로","경기도 안양시만안구 안양동 575도","경기도 안양시만안구 석수동 333-1도","6","32","76","좋음"
"2022-03-07","12:03","경기","안양시 만안구","경수대로","경기도 안양시만안구 석수동 371-3도","경기도 안양시만안구 안양동 산24-2도","7","31","86","좋음"
"2022-03-07","12:12","경기","안양시 동안구","경수대로","경기도 안양시동안구 비산동 531-166 도","경기도 안양시동안구 호계동 860-4도","7","29","236","매우나쁨"
"2022-03-07","12:36","경기","안양시 동안구","엘에스로","호계동 801-4대","안양동 202-13대","8","27","115","보통"
