"측정일자","측정시간","지역","지역명","도로명","시작점","종점","기온","습도","재비산먼지 평균농도","오염범례"
"2022-06-02","11:45","서울","구로구","부일로","서울특별시 구로구 궁동 197-63 도","서울특별시 구로구 온수동 56도","23","59","9","매우좋음"
"2022-06-02","12:02","서울","구로구","서해안로","서울특별시 구로구 항동 산50-10 도","서울특별시 구로구 개봉동 237-12 철","24","57","8","매우좋음"
"2022-06-02","12:21","서울","구로구","중앙로","서울특별시 구로구 고척동 69-9도","서울특별시 양천구 신정동 620-2도","25","56","10","매우좋음"
"2022-06-02","12:27","서울","구로구","고척로","서울특별시 구로구 고척동 186-4 도","서울특별시 구로구 오류동 6-2도","24","56","10","매우좋음"
"2022-06-02","12:47","서울","구로구","오리로","서울특별시 구로구 궁동 5 도","서울특별시 구로구 천왕동 3-5천","25","56","8","매우좋음"
"2022-06-02","13:00","서울","구로구","금오로","서울특별시 구로구 천왕동 278-3 도","서울특별시 구로구 천왕동 12-2도","24","58","9","매우좋음"
"2022-06-02","13:06","서울","구로구","천왕로","서울특별시 구로구 오류동 352-10 도","서울특별시 구로구 천왕동 278-3 도","24","58","7","매우좋음"
"2022-06-02","13:20","서울","구로구","개봉로","서울특별시 구로구 개봉동 403-97도","서울특별시 구로구 개봉동 139-4 도","24","56","8","매우좋음"
"2022-06-02","13:31","서울","구로구","공원로","서울특별시 구로구 신도림동 413-2도","서울특별시 구로구 구로동 50 도","25","55","4","매우좋음"
"2022-06-02","13:46","서울","구로구","구로중앙로","서울특별시 구로구 구로동 147-5 도","서울특별시 양천구 신정동 330-8제","25","55","6","매우좋음"
"2022-06-02","13:56","서울","구로구","신도림로","서울특별시 구로구 신도림동 290-10 도","서울특별시 구로구 신도림동 312-16도","25","54","8","매우좋음"
"2022-06-02","14:06","서울","구로구","새말로","서울특별시 구로구 구로동 1-25 천","서울특별시 구로구 구로동 496-128도","25","55","6","매우좋음"
"2022-06-02","14:28","서울","구로구","구로동로","서울특별시 구로구 구로동 496-128도","서울특별시 구로구 가리봉동 121-50도","26","54","8","매우좋음"
"2022-06-02","14:46","서울","구로구","디지털로","서울특별시 구로구 가리봉동 127-30 도","서울특별시 구로구 구로동 179-94 천","26","53","9","매우좋음"
"2022-06-02","14:59","서울","구로구","도림로","서울특별시 영등포구 대림동 1054-1 천","서울특별시 구로구 가리봉동 25-45 도","26","50","12","매우좋음"
"2022-06-02","15:14","서울","구로구","가마산로","서울특별시 구로구 구로동 68-1 천","서울특별시 구로구 구로동 699-9 도","26","52","9","매우좋음"
"2022-06-02","15:25","서울","구로구","벚꽃로","서울특별시 구로구 가리봉동 2-2도","서울특별시 구로구 구로동 496-128도","25","54","13","매우좋음"
"2022-06-02","15:42","서울","구로구","경인로","서울특별시 구로구 신도림동 330-7도","서울특별시 구로구 온수동 44-23 도","26","53","8","매우좋음"
"2022-06-02","11:15","서울","송파구","송파대로","서울특별시 광진구 자양동 753-2도","서울특별시 송파구 장지동 596-21도","25","47","21","매우좋음"
"2022-06-02","11:38","서울","송파구","새말로","서울특별시 송파구 문정동 446-4 천","서울특별시 송파구 문정동 114-2도","25","50","11","매우좋음"
"2022-06-02","11:47","서울","송파구","충민로","서울특별시 송파구 장지동 839-7 도","서울특별시 송파구 문정동 305-24 도","25","48","37","매우좋음"
"2022-06-02","13:12","서울","송파구","송이로","서울특별시 송파구 장지동 839-7 도","서울특별시 송파구 송파동 152-1도","27","49","55","좋음"
"2022-06-02","13:30","서울","송파구","마천로","서울특별시 송파구 방이동 209-7도","서울특별시 송파구 거여동 575전","27","46","39","매우좋음"
"2022-06-02","13:55","서울","송파구","거마로","서울특별시 송파구 거여동 20-14도","서울특별시 송파구 마천동 63-8 도","27","44","32","매우좋음"
"2022-06-02","14:05","서울","송파구","오금로","서울특별시 송파구 거여동 산63-2 구","서울특별시 송파구 신천동 15도","27","45","28","매우좋음"
"2022-06-02","14:31","서울","송파구","위례성대로","서울특별시 송파구 신천동 26도","서울특별시 송파구 방이동 452-17 도","27","46","42","매우좋음"
"2022-06-02","14:41","서울","송파구","문정로","서울특별시 송파구 마천동 산21-1 도","서울특별시 송파구 문정동 119-4 도","27","44","39","매우좋음"
"2022-06-02","14:51","서울","송파구","동남로","서울특별시 송파구 문정동 150-14 도","서울특별시 송파구 방이동 434-1임","26","45","83","좋음"
"2022-06-02","15:09","서울","송파구","중대로","서울특별시 송파구 오금동 3-6도","서울특별시 송파구 가락동 616-1천","28","45","40","매우좋음"
"2022-06-02","15:24","서울","송파구","양재대로","서울특별시 송파구 가락동 520천","서울특별시 송파구 방이동 89-29도","27","47","24","매우좋음"
"2022-06-02","16:04","서울","송파구","올림픽로35길","서울특별시 송파구 신천동 3도","서울특별시 송파구 신천동 26도","27","47","10","매우좋음"
"2022-06-02","16:15","서울","송파구","백제고분로","서울특별시 송파구 방이동 94-3도","서울특별시 송파구 잠실동 12도","27","46","14","매우좋음"
"2022-06-02","16:38","서울","송파구","석촌호수로","서울특별시 송파구 잠실동 18-1도","서울특별시 송파구 송파동 62도","27","49","18","매우좋음"
"2022-06-02","16:55","서울","송파구","잠실로","서울특별시 송파구 신천동 34도","서울특별시 송파구 잠실동 26-1도","26","50","17","매우좋음"
"2022-06-02","17:12","서울","송파구","삼전로","서울특별시 송파구 잠실동 38도","서울특별시 송파구 삼전동 186-4천","25","47","19","매우좋음"
"2022-06-02","17:18","서울","송파구","삼학사로","서울특별시 송파구 삼전동 156도","서울특별시 송파구 잠실동 43도","27","51","21","매우좋음"
