"측정일자","측정시간","지역","지역명","도로명","시작점","종점","기온","습도","재비산먼지 평균농도","오염범례"
"2024-01-02","10:30","경기","평택시","경기대로","경기도 평택시 진위면 갈곶리 265-8도","경기도 평택시 유천동","4","84","1","매우좋음"
"2024-01-02","11:20","경기","평택시","서동대로","경기도 평택시 소사동 498 도","경기도 평택시 현덕면 권관리 564-21제","4","83","2","매우좋음"
"2024-01-02","11:24","경기","평택시","중앙로","경기도 평택시 소사동 127-9도","경기도 평택시 통복동 16-1 도","5","81","4","매우좋음"
"2024-01-02","11:46","경기","평택시","만세로","경기도 평택시 비전동 840도","경기도 평택시 청룡동 76 도","5","80","1","매우좋음"
"2024-01-02","12:27","경기","평택시","평택5로","경기도 평택시 비전동 840-15도","경기도 평택시 합정동 81-1도","5","80","3","매우좋음"
"2024-01-02","12:39","경기","평택시","평남로","경기도 평택시 세교동 9-19도","경기도 평택시 고덕면 동고리 56-1도","5","79","11","매우좋음"
"2024-01-02","13:04","경기","평택시","비전2로","경기도 평택시 동삭동 746도","경기도 평택시 죽백동 819도","5","78","3","매우좋음"
"2024-01-02","13:11","경기","평택시","평택4로","경기도 평택시 비전동 840도","경기도 평택시 합정동 843도","5","78","35","매우좋음"
"2024-01-02","13:17","경기","평택시","평택로","경기도 평택시 평택동 201-2도","경기도 평택시 세교동 400-58 도","5","79","21","매우좋음"
"2024-01-02","13:36","경기","평택시","원평로","경기도 평택시 통복동 124-30 도","경기도 평택시 군문동 316-1구","5","79","74","좋음"
"2024-01-02","13:44","경기","평택시","안정로","경기도 평택시 팽성읍 평궁리 361-4도","경기도 평택시 팽성읍 안정리 129-4도","5","79","91","좋음"
"2024-01-02","14:09","경기","평택시","추팔산단로","경기도 평택시 팽성읍 남산리 80-83철","경기도 평택시 팽성읍 추팔리 417도","5","78","148","보통"
"2024-01-02","14:29","경기","평택시","동삭로","경기도 평택시 신대동 453-8도","경기도 평택시 칠괴동 87-3도","5","79","5","매우좋음"
"2024-01-02","14:43","경기","평택시","삼남로","경기도 평택시 칠괴동 79-4답","경기도 평택시 진위면 봉남리 459-13도","5","77","13","매우좋음"
"2024-01-02","14:49","경기","평택시","도일유통길","경기도 평택시 칠괴동 29-13전","경기도 평택시 도일동 산 200-14 임","5","77","44","매우좋음"
"2024-01-02","10:38","서울","강동구","천호대로","서울특별시 강동구 상일동 394-4도","서울특별시 강동구 천호동 527-3천","5","84","11","매우좋음"
"2024-01-02","10:54","서울","강동구","성내로","서울특별시 강동구 성내동 62-1도","서울특별시 강동구 성내동 435도","5","78","10","매우좋음"
"2024-01-02","11:05","서울","강동구","강동대로","둔촌동 229-2임","성내동 459-10대","5","77","10","매우좋음"
"2024-01-02","11:12","서울","강동구","올림픽로","서울특별시 강동구 성내동 472도","서울특별시 강동구 암사동 98-20도","5","78","11","매우좋음"
"2024-01-02","11:33","서울","강동구","양재대로","서울특별시 강동구 고덕동 469도","서울특별시 강동구 둔촌동 522-13 도","5","77","17","매우좋음"
"2024-01-02","11:54","서울","강동구","동남로","서울특별시 강동구 둔촌동 229-2 도","서울특별시 강동구 고덕동 302-3 도","5","77","15","매우좋음"
"2024-01-02","12:47","서울","강동구","상일로","서울특별시 강동구 고덕동 140-1 도","서울특별시 강동구 상일동 359-3 도","5","77","10","매우좋음"
"2024-01-02","13:05","서울","강동구","풍산로","서울특별시 강동구 강일동 36-17 도","서울특별시 강동구 강일동 472-1전","5","78","8","매우좋음"
"2024-01-02","13:07","서울","강동구","고덕로","서울특별시 강동구 강일동 472-1전","서울특별시 강동구 암사동 608-62도","5","76","8","매우좋음"
"2024-01-02","13:25","서울","강동구","천중로","서울특별시 강동구 천호동 256-4도","서울특별시 강동구 길동 12-5도","5","71","23","매우좋음"
"2024-01-02","13:22","서울","광진구","아차산로","서울특별시 광진구 광장동 2-6임","서울특별시 광진구 자양동 23-11구","6","88","6","매우좋음"
"2024-01-02","13:49","서울","광진구","천호대로","서울특별시 광진구 광장동 557-1천","서울특별시 광진구 중곡동 680-16제","6","83","3","매우좋음"
"2024-01-02","11:28","서울","노원구","동일로","서울특별시 노원구 상계동 1200-3도","서울특별시 노원구 공릉동 678-7도","5","67","3","매우좋음"
"2024-01-02","11:58","서울","노원구","섬밭로","서울특별시 노원구 공릉동 704-5도","서울특별시 노원구 중계동 500-1도","5","67","5","매우좋음"
"2024-01-02","12:17","서울","노원구","초안산로","서울특별시 노원구 월계동 620-3도","서울특별시 노원구 월계동 산63-7수","5","66","4","매우좋음"
"2024-01-02","12:30","서울","노원구","월계로","서울특별시 노원구 월계동 875-6천","서울특별시 노원구 하계동 312-11천","5","67","3","매우좋음"
"2024-01-02","12:36","서울","노원구","한글비석로","서울특별시 노원구 하계동 354-9도","서울특별시 노원구 상계동 699도","5","66","3","매우좋음"
"2024-01-02","13:02","서울","노원구","노원로","서울특별시 노원구 상계동","서울특별시 노원구 공릉동 70-2도","5","65","3","매우좋음"
"2024-01-02","13:30","서울","노원구","공릉로","서울특별시 노원구 공릉동 656-2도","서울특별시 노원구 중계동 514-6도","5","63","13","매우좋음"
"2024-01-02","13:42","서울","노원구","덕릉로","서울특별시 노원구 상계동 770-1천","서울특별시 노원구 상계동 산156-6도","5","61","4","매우좋음"
"2024-01-02","14:01","서울","노원구","상계로","서울특별시 노원구 상계동 66답","서울특별시 노원구 상계동 739-4도","5","60","4","매우좋음"
"2024-01-02","14:15","서울","노원구","노해로","서울특별시 노원구 상계동 791-1천","서울특별시 노원구 상계동 719도","5","60","6","매우좋음"
"2024-01-02","14:23","서울","노원구","중계로","서울특별시 노원구 중계동 370도","서울특별시 노원구 하계동 산34-8도","5","59","4","매우좋음"
"2024-01-02","14:42","서울","노원구","마들로","서울특별시 노원구 월계동 671-16천","서울특별시 노원구 월계동 19도","5","60","4","매우좋음"
"2024-01-02","14:51","서울","노원구","화랑로","서울특별시 노원구 월계동 42-9도","서울특별시 노원구 공릉동 26-93 도","6","59","4","매우좋음"
"2024-01-02","10:59","서울","동대문구","답십리로","서울특별시 동대문구 장안동 7-16 천","서울특별시 동대문구 전농동 625-1 도","5","94","7","매우좋음"
"2024-01-02","11:16","서울","동대문구","서울시립대로","서울특별시 동대문구 전농동 150-84 도","서울특별시 동대문구 답십리동 524-1도","5","93","3","매우좋음"
"2024-01-02","11:35","서울","동대문구","천호대로","서울특별시 동대문구 장안동 204-17 천","서울특별시 동대문구 신설동 85-1도","5","92","3","매우좋음"
"2024-01-02","12:51","서울","성동구","고산자로","서울특별시 성동구 마장동 610-10천","서울특별시 성동구 성수동1가 701-1천","6","89","6","매우좋음"
"2024-01-02","10:00","서울","중랑구","신내로","서울특별시 중랑구 묵동 26-1 천","서울특별시 중랑구 망우동 534-6도","5","99","2","매우좋음"
"2024-01-02","10:17","서울","중랑구","망우로","서울특별시 중랑구 망우동 산52-4임","서울특별시 중랑구 상봉동 474-26천","5","98","2","매우좋음"
"2024-01-02","10:35","서울","중랑구","동일로","서울특별시 중랑구 묵동 329천","서울특별시 중랑구 면목동 718-1답","5","95","3","매우좋음"
"2024-01-02","09:51","인천","연수구","경원대로","인천광역시 연수구 선학동 328-18 도","인천광역시 연수구 동춘동 916-3 도","4","73","1","매우좋음"
"2024-01-02","10:07","인천","연수구","송도국제대로","인천광역시 연수구 동춘동 916-3 도","인천광역시 연수구 송도동 39 도","4","74","10","매우좋음"
"2024-01-02","10:18","인천","연수구","지식기반로","인천광역시 연수구 송도동 39 도","인천광역시 연수구 송도동 295 도","4","73","27","매우좋음"
"2024-01-02","10:26","인천","연수구","송도미래로","인천광역시 연수구 송도동 287 도","인천광역시 연수구 송도동 39 도","4","73","23","매우좋음"
"2024-01-02","10:32","인천","연수구","아카데미로","인천광역시 연수구 송도동 39 도","인천광역시 연수구 송도동 143 도","4","74","9","매우좋음"
"2024-01-02","10:43","인천","연수구","인천타워대로","인천광역시 연수구 송도동 78 도","인천광역시 연수구 송도동 39 도","4","74","7","매우좋음"
"2024-01-02","10:53","인천","연수구","첨단대로","인천광역시 연수구 송도동 39 도","인천광역시 연수구 송도동 277 도","4","74","14","매우좋음"
"2024-01-02","11:00","인천","연수구","송도문화로","인천광역시 연수구 송도동 264 도","인천광역시 연수구 송도동 39 도","4","74","29","매우좋음"
"2024-01-02","11:08","인천","연수구","송도문화로28번길","인천광역시 연수구 송도동 265 도","인천광역시 연수구 송도동 264 도","4","74","7","매우좋음"
"2024-01-02","11:12","인천","연수구","송도문화로84번길","인천광역시 연수구 송도동 264 도","인천광역시 연수구 송도동 198-3 도","4","74","11","매우좋음"
"2024-01-02","11:23","인천","연수구","송도교육로","인천광역시 연수구 송도동 271 도","인천광역시 연수구 송도동 271 도","4","73","14","매우좋음"
"2024-01-02","11:33","인천","연수구","센트럴로","인천광역시 연수구 송도동 39 도","인천광역시 연수구 송도동 76 도","4","72","4","매우좋음"
"2024-01-02","11:41","인천","연수구","해돋이로","인천광역시 연수구 송도동 28-16 대","인천광역시 연수구 송도동 39 도","4","72","4","매우좋음"
"2024-01-02","11:57","인천","연수구","신송로","인천광역시 연수구 송도동 39 도","인천광역시 연수구 송도동 71 도","4","72","6","매우좋음"
"2024-01-02","12:10","인천","연수구","컨벤시아대로42번길","인천광역시 연수구 송도동 71 도","인천광역시 연수구 송도동 54 도","4","72","7","매우좋음"
"2024-01-02","12:26","인천","연수구","컨벤시아대로130번길","인천광역시 연수구 송도동 54 도","인천광역시 연수구 송도동 66 도","4","69","20","매우좋음"
"2024-01-02","13:49","인천","연수구","아트센터대로","인천광역시 연수구 송도동 82 도","인천광역시 연수구 동춘동 906 도","5","62","68","좋음"
"2024-01-02","13:58","인천","연수구","컨벤시아대로","인천광역시 연수구 동춘동 905-3 도","인천광역시 연수구 송도동 144 도","5","62","22","매우좋음"
"2024-01-02","14:13","인천","연수구","하모니로","인천광역시 연수구 송도동 51 도","인천광역시 연수구 송도동 41 도","5","63","38","매우좋음"
"2024-01-02","14:29","인천","연수구","아암대로","인천광역시 연수구 동춘동 916-3 도","인천광역시 연수구 옥련동 605-1도","5","63","18","매우좋음"
"2024-01-04","10:41","경기","과천시","중앙로","경기도 과천시 과천동 28-3도","경기도 과천시 갈현동 635-3구","1","84","10","매우좋음"
"2024-01-04","10:49","경기","과천시","과천대로","경기도 과천시 과천동 산95-11도","경기도 과천시 갈현동 622-8도","2","76","13","매우좋음"
"2024-01-04","11:15","경기","군포시","군포로","경기도 군포시 산본동 52도","경기도 군포시 대야미동 607-16도","3","73","17","매우좋음"
"2024-01-04","11:45","경기","군포시","호수로","경기도 군포시 대야미동 10-1도","경기도 군포시 둔대동 산109-3 임","3","73","13","매우좋음"
"2024-01-04","13:16","경기","군포시","공단로140번길","경기도 군포시 당정동 174-13 장","경기도 군포시 당동 23-2 천","5","64","141","보통"
"2024-01-04","10:54","경기","안양시 동안구","흥안대로","경기도 안양시동안구 관양동 1563 도","경기도 안양시동안구 호계동 1037도","2","74","40","매우좋음"
"2024-01-04","09:45","경기","안양시 만안구","박달로","경기도 안양시만안구 안양동 1223-1도","경기도 안양시만안구 박달동","1","85","11","매우좋음"
"2024-01-04","10:04","경기","안양시 만안구","안양로","경기도 안양시만안구 석수동 327도","경기도 안양시만안구 안양동 345 도","2","76","26","매우좋음"
"2024-01-04","12:56","경기","의왕시","덕영대로","경기도 의왕시 월암동 762-2 도","경기도 의왕시 이동 294-4도","4","68","13","매우좋음"
"2024-01-04","13:22","경기","의왕시","경수대로","경기도 의왕시 오전동 산81-4도","경기도 의왕시 왕곡동","5","65","62","좋음"
"2024-01-04","13:41","경기","의왕시","안양판교로","경기도 의왕시 청계동 134-8도","경기도 의왕시 포일동 산61-4임","5","66","42","매우좋음"
"2024-01-04","13:51","경기","의왕시","포일로","경기도 의왕시 포일동 산63-18임","경기도 의왕시 내손동 713-1도","5","66","17","매우좋음"
"2024-01-04","13:59","경기","의왕시","내손로","경기도 의왕시 내손동 713-5도","경기도 의왕시 내손동 713-5도","5","66","30","매우좋음"
"2024-01-04","10:46","경기","평택시","산단로","경기도 평택시 모곡동 453도","경기도 평택시 칠괴동 56-12도","2","69","52","좋음"
"2024-01-04","11:05","경기","평택시","청원로","경기도 평택시 도일동 산193-8임","경기도 평택시 청북읍 현곡리 293-18도","2","70","17","매우좋음"
"2024-01-04","11:12","경기","평택시","정암로","경기도 평택시 서정동 429-7도","경기도 평택시 이충동 536-7도","2","69","26","매우좋음"
"2024-01-04","11:16","경기","평택시","추담로","경기도 평택시 이충동 산59-6도","경기도 평택시 이충동 258-2답","2","69","9","매우좋음"
"2024-01-04","11:27","경기","평택시","지산천로","경기도 평택시 신장동 66-13 답","경기도 평택시 지산동 1197도","3","65","79","좋음"
"2024-01-04","11:32","경기","평택시","지산로","경기도 평택시 지산동 811-1도","경기도 평택시 지산동 223-16도","3","65","29","매우좋음"
"2024-01-04","12:06","경기","평택시","청북남로","경기도 평택시 청북읍 후사리 373-6도","경기도 평택시 청북읍 옥길리 1201도","3","75","17","매우좋음"
"2024-01-04","12:24","경기","평택시","안청로1길","경기도 평택시 청북읍 옥길리 1202도","경기도 평택시 청북읍 옥길리 1217도","4","74","2","매우좋음"
"2024-01-04","12:30","경기","평택시","안청로","경기도 평택시 안중읍 현화리 637-14 도","경기도 평택시 청북읍 옥길리 150-170 답","4","73","35","매우좋음"
"2024-01-04","12:51","경기","평택시","안현로서9길","경기도 평택시 안중읍 현화리 산276-1전","경기도 평택시 안중읍 현화리 870도","5","70","91","좋음"
"2024-01-04","13:02","경기","평택시","안현로서7길","경기도 평택시 안중읍 현화리 907도","경기도 평택시 안중읍 현화리 877도","5","68","30","매우좋음"
"2024-01-04","13:06","경기","평택시","안현로서6길","경기도 평택시 안중읍 현화리 877도","경기도 평택시 안중읍 현화리 889도","4","69","3","매우좋음"
"2024-01-04","13:54","경기","평택시","평택항만길","경기도 평택시 포승읍 만호리 산60-1도","경기도 평택시 포승읍 원정리 1205-8도","6","67","617","매우나쁨"
"2024-01-04","14:05","경기","평택시","포승공단순환로","경기도 평택시 포승읍 원정리 1204-6도","경기도 평택시 포승읍 만호리 565-2도","6","66","124","보통"
"2024-01-04","14:22","경기","평택시","평택항로","경기도 평택시 포승읍 만호리 산60-1도","경기도 평택시 포승읍 도곡리 208-6도","6","65","178","나쁨"
"2024-01-04","14:46","경기","평택시","평택항로156번길","경기도 평택시 포승읍 내기리 683 도","경기도 평택시 포승읍 만호리 604도","6","64","398","매우나쁨"
"2024-01-04","14:51","경기","평택시","포승공단로","경기도 평택시 포승읍 원정리 1206-15도","경기도 평택시 포승읍 도곡리 1206도","6","65","103","보통"
"2024-01-04","15:13","서울","강서구","개화동로","서울특별시 강서구 개화동 659천","서울특별시 강서구 방화동 886-15 도","6","71","2","매우좋음"
"2024-01-04","15:20","서울","강서구","공항대로","서울특별시 강서구 방화동 621-4도","서울특별시 양천구 목동 560도","6","71","3","매우좋음"
"2024-01-04","15:45","서울","강서구","양천로","서울특별시 강서구 염창동 259-8제","서울특별시 강서구 방화동 515-4도","6","72","7","매우좋음"
