날짜,지점,강수량(mm)
20190923,동두천,0.0
20190924,동두천,0.0
20190925,동두천,0.0
20190926,동두천,0.0
20190927,동두천,0.0
20190928,동두천,0.0
20190929,동두천,0.0
20190930,동두천,0.0
20191001,동두천,0.0
20191002,동두천,11.9
20191003,동두천,3.1
20191004,동두천,0.0
20191005,동두천,0.1
20191006,동두천,0.0
20191007,동두천,20.6
20191008,동두천,0.0
20191009,동두천,0.0
20191010,동두천,0.0
20191011,동두천,0.0
20191012,동두천,0.0
20191013,동두천,0.0
20191014,동두천,0.0
20191015,동두천,0.0
20191016,동두천,0.0
20191017,동두천,0.0
20191018,동두천,0.0
20191019,동두천,0.0
20191020,동두천,0.0
20191021,동두천,0.0
20191022,동두천,0.0
20191023,동두천,0.0
20191024,동두천,0.0
20191025,동두천,0.0
20191026,동두천,0.0
20191027,동두천,0.0
20191028,동두천,2.5
20191029,동두천,0.0
20191030,동두천,0.0
20191031,동두천,0.0
20191101,동두천,0.0
20191102,동두천,0.0
20191103,동두천,0.0
20191104,동두천,0.0
20191105,동두천,0.0
20191106,동두천,0.0
20191107,동두천,0.0
20191108,동두천,0.0
20191109,동두천,0.0
20191110,동두천,10.3
20191111,동두천,0.2
20191112,동두천,0.0
20191113,동두천,8.1
20191114,동두천,0.0
20191115,동두천,9.3
20191116,동두천,0.0
20191117,동두천,13.9
20191118,동두천,13.7
20191119,동두천,0.0
20191120,동두천,0.0
20191121,동두천,0.0
20191122,동두천,0.0
20191123,동두천,0.0
20191124,동두천,2.6
20191125,동두천,0.0
20191126,동두천,0.0
20191127,동두천,0.0
20191128,동두천,0.0
20191129,동두천,0.0
20191130,동두천,0.0
20191201,동두천,2.1
20191202,동두천,0.0
20191203,동두천,0.0
20191204,동두천,0.0
20191205,동두천,0.0
20191206,동두천,0.0
20191207,동두천,0.4
20191208,동두천,0.0
20191209,동두천,1.6
20191210,동두천,4.2
20191211,동두천,1.2
20191212,동두천,0.0
20191213,동두천,2.3
20191214,동두천,0.7
20191215,동두천,0.0
20191216,동두천,0.0
20191217,동두천,11.0
20191218,동두천,0.0
20191219,동두천,0.0
20191220,동두천,0.0
20191221,동두천,0.3
20191222,동두천,0.1
20191223,동두천,2.7
20191224,동두천,0.0
