날짜,지점,강수량(mm)
20210227,파주,0.0
20210228,파주,0.0
20210301,파주,64.8
20210302,파주,0.0
20210303,파주,0.0
20210304,파주,0.0
20210305,파주,0.0
20210306,파주,0.0
20210307,파주,0.0
20210308,파주,0.0
20210309,파주,0.0
20210310,파주,0.0
20210311,파주,0.0
20210312,파주,0.1
20210313,파주,0.0
20210314,파주,0.0
20210315,파주,1.1
20210316,파주,0.0
20210317,파주,0.0
20210318,파주,0.0
20210319,파주,0.0
20210320,파주,6.0
20210321,파주,0.0
20210322,파주,0.0
20210323,파주,0.0
20210324,파주,0.0
20210325,파주,0.0
20210326,파주,0.0
20210327,파주,28.3
20210328,파주,12.0
20210329,파주,0.1
20210330,파주,0.0
20210331,파주,0.0
20210401,파주,0.0
20210402,파주,0.0
20210403,파주,48.5
20210404,파주,0.2
20210405,파주,0.0
20210406,파주,0.0
20210407,파주,0.0
20210408,파주,0.0
20210409,파주,0.0
20210410,파주,0.0
20210411,파주,0.0
20210412,파주,30.7
20210413,파주,4.2
20210414,파주,0.0
20210415,파주,0.0
20210416,파주,0.6
20210417,파주,0.3
20210418,파주,0.0
20210419,파주,0.0
20210420,파주,0.0
20210421,파주,0.0
20210422,파주,0.0
20210423,파주,0.0
20210424,파주,0.0
20210425,파주,0.0
20210426,파주,0.0
20210427,파주,7.5
20210428,파주,0.0
20210429,파주,0.7
20210430,파주,13.7
20210501,파주,2.5
20210502,파주,0.3
20210503,파주,0.0
20210504,파주,40.9
20210505,파주,0.0
20210506,파주,0.0
20210507,파주,7.5
20210508,파주,0.0
20210509,파주,0.0
20210510,파주,0.0
20210511,파주,0.0
20210512,파주,0.0
20210513,파주,0.0
20210514,파주,0.0
20210515,파주,18.1
20210516,파주,100.0
20210517,파주,1.0
20210518,파주,0.0
20210519,파주,0.0
20210520,파주,2.3
20210521,파주,2.3
20210522,파주,0.0
20210523,파주,0.0
20210524,파주,0.0
20210525,파주,13.5
20210526,파주,1.3
20210527,파주,16.6
20210528,파주,19.7
20210529,파주,2.5
20210530,파주,9.6
20210531,파주,4.9
20210601,파주,3.7
20210602,파주,0.0
20210603,파주,12.6
20210604,파주,0.0
20210605,파주,0.0
20210606,파주,0.0
20210607,파주,0.0
20210608,파주,0.1
20210609,파주,0.0
20210610,파주,14.3
20210611,파주,4.7
20210612,파주,0.0
20210613,파주,0.0
20210614,파주,0.0
20210615,파주,4.0
20210616,파주,0.0
20210617,파주,0.0
20210618,파주,6.2
20210619,파주,0.0
20210620,파주,0.0
20210621,파주,0.0
20210622,파주,0.8
20210623,파주,0.0
20210624,파주,0.0
20210625,파주,0.0
20210626,파주,3.6
20210627,파주,0.0
20210628,파주,0.4
20210629,파주,0.0
20210630,파주,0.0
20210701,파주,0.0
20210702,파주,0.1
20210703,파주,46.2
20210704,파주,20.8
20210705,파주,0.0
20210706,파주,0.0
20210707,파주,0.0
20210708,파주,0.1
20210709,파주,0.0
20210710,파주,3.1
20210711,파주,0.0
20210712,파주,0.0
20210713,파주,0.0
20210714,파주,0.0
20210715,파주,0.0
20210716,파주,1.1
20210717,파주,11.5
20210718,파주,2.9
20210719,파주,6.7
20210720,파주,0.0
20210721,파주,0.0
20210722,파주,0.0
20210723,파주,0.0
20210724,파주,0.0
20210725,파주,0.0
20210726,파주,0.0
20210727,파주,0.0
20210728,파주,0.0
20210729,파주,0.0
20210730,파주,0.0
20210731,파주,1.1
20210801,파주,6.5
20210802,파주,6.2
20210803,파주,0.0
20210804,파주,0.1
20210805,파주,0.0
20210806,파주,0.0
20210807,파주,0.0
20210808,파주,4.7
20210809,파주,0.0
20210810,파주,0.0
20210811,파주,0.0
20210812,파주,0.0
20210813,파주,0.0
20210814,파주,0.0
20210815,파주,0.0
20210816,파주,0.0
20210817,파주,8.9
20210818,파주,2.6
20210819,파주,0.0
20210820,파주,0.2
20210821,파주,72.5
20210822,파주,0.4
20210823,파주,7.9
20210824,파주,17.2
20210825,파주,22.7
20210826,파주,0.0
20210827,파주,1.4
20210828,파주,0.0
20210829,파주,1.4
20210830,파주,0.0
20210831,파주,30.6
20210901,파주,1.3
20210902,파주,0.0
20210903,파주,0.0
20210904,파주,0.0
20210905,파주,0.0
20210906,파주,3.7
20210907,파주,23.5
20210908,파주,0.0
20210909,파주,0.0
20210910,파주,0.0
20210911,파주,0.0
20210912,파주,0.0
20210913,파주,0.0
20210914,파주,0.0
