,hour,SO2,CO,O3,NO2,PM10,PM25,지역,지역명,year,month,day,도로명,시작점,종점,기온,습도,재비산먼지 평균농도,오염범례,minute,기준치초과 유무,평균속도,최고속도
2693,12,0.0026,0.45,0.0414,0.0239,34.0,19.0,서울,마포구,2023,7,19,마포대로,서울특별시 마포구 아현동 610-1 도,서울특별시 마포구 마포동 53제,31.0,67.0,7.0,5.0,15.0,0,26.94430909090909,47.903225806451616
2694,12,0.0024,0.34,0.0573,0.0159,24.0,8.0,서울,마포구,2023,8,25,마포대로,서울특별시 마포구 아현동 610-1 도,서울특별시 마포구 마포동 53제,31.0,94.0,14.0,5.0,11.0,0,26.94430909090909,47.903225806451616
2695,12,0.0027,0.67,0.0237,0.0367,24.0,11.0,서울,마포구,2023,8,25,마포대로,서울특별시 마포구 아현동 610-1 도,서울특별시 마포구 마포동 53제,31.0,94.0,14.0,5.0,11.0,0,26.94430909090909,47.903225806451616
2696,12,0.0022,0.33,0.0356,0.0124,16.0,4.0,서울,마포구,2023,9,25,마포대로,서울특별시 마포구 아현동 610-1 도,서울특별시 마포구 마포동 53제,26.0,54.0,11.0,5.0,21.0,0,26.94430909090909,47.903225806451616
2697,12,0.0024,0.28,0.0284,0.014,12.0,3.0,서울,마포구,2023,9,25,마포대로,서울특별시 마포구 아현동 610-1 도,서울특별시 마포구 마포동 53제,26.0,54.0,11.0,5.0,21.0,0,26.94430909090909,47.903225806451616
2698,11,0.0026,0.45,0.0235,0.0159,37.0,21.0,서울,마포구,2023,10,27,마포대로,서울특별시 마포구 아현동 610-1 도,서울특별시 마포구 마포동 53제,18.0,63.0,22.0,5.0,31.0,0,26.94430909090909,47.903225806451616
2699,11,0.0033,0.58,0.0115,0.0226,48.0,26.0,서울,마포구,2023,10,27,마포대로,서울특별시 마포구 아현동 610-1 도,서울특별시 마포구 마포동 53제,18.0,63.0,22.0,5.0,31.0,0,26.94430909090909,47.903225806451616
2700,11,0.0041,0.9,0.0071,0.0483,65.0,53.0,서울,마포구,2023,12,4,마포대로,서울특별시 마포구 아현동 610-1 도,서울특별시 마포구 마포동 53제,5.0,46.0,12.0,5.0,56.0,0,26.94430909090909,47.903225806451616
2701,11,0.0045,0.86,0.0058,0.0452,59.0,43.0,서울,마포구,2023,12,4,마포대로,서울특별시 마포구 아현동 610-1 도,서울특별시 마포구 마포동 53제,5.0,46.0,12.0,5.0,56.0,0,26.94430909090909,47.903225806451616
2704,13,0.003,0.3,0.048,0.018,47.0,24.0,서울,마포구,2022,4,22,만리재로,서울특별시 마포구 공덕동 237-9 도,서울특별시 마포구 공덕동 1-110 도,17.0,94.0,11.0,5.0,39.0,0,23.373727272727272,50.0
2705,13,0.003,0.6,0.046,0.034,53.0,26.0,서울,마포구,2022,4,22,만리재로,서울특별시 마포구 공덕동 237-9 도,서울특별시 마포구 공덕동 1-110 도,17.0,94.0,11.0,5.0,39.0,0,23.373727272727272,50.0
2706,11,0.002,0.5,0.072,0.019,77.0,40.0,서울,마포구,2022,5,23,만리재로,서울특별시 마포구 공덕동 237-9 도,서울특별시 마포구 공덕동 1-110 도,27.0,53.0,14.0,5.0,57.0,0,23.373727272727272,50.0
2707,11,0.003,0.6,0.059,0.034,97.0,58.0,서울,마포구,2022,5,23,만리재로,서울특별시 마포구 공덕동 237-9 도,서울특별시 마포구 공덕동 1-110 도,27.0,53.0,14.0,5.0,57.0,0,23.373727272727272,50.0
2708,12,0.003,0.4,0.062,0.017,42.0,20.0,서울,마포구,2022,6,17,만리재로,서울특별시 마포구 공덕동 237-9 도,서울특별시 마포구 공덕동 1-110 도,27.0,77.0,7.0,5.0,47.0,0,23.373727272727272,50.0
2709,12,0.003,0.5,0.046,0.035,55.0,26.0,서울,마포구,2022,6,17,만리재로,서울특별시 마포구 공덕동 237-9 도,서울특별시 마포구 공덕동 1-110 도,27.0,77.0,7.0,5.0,47.0,0,23.373727272727272,50.0
2710,12,0.002,0.3,0.05,0.016,27.0,14.0,서울,마포구,2022,7,8,만리재로,서울특별시 마포구 공덕동 237-9 도,서울특별시 마포구 공덕동 1-110 도,27.0,79.0,25.0,5.0,29.0,0,23.373727272727272,50.0
2711,12,0.003,0.7,0.026,0.054,39.0,18.0,서울,마포구,2022,7,8,만리재로,서울특별시 마포구 공덕동 237-9 도,서울특별시 마포구 공덕동 1-110 도,27.0,79.0,25.0,5.0,29.0,0,23.373727272727272,50.0
2712,12,0.003,0.4,0.038,0.024,29.0,10.0,서울,마포구,2022,9,7,만리재로,서울특별시 마포구 공덕동 237-9 도,서울특별시 마포구 공덕동 1-110 도,29.0,37.0,27.0,5.0,48.0,0,23.373727272727272,50.0
2713,12,0.004,0.6,0.02,0.045,37.0,8.0,서울,마포구,2022,9,7,만리재로,서울특별시 마포구 공덕동 237-9 도,서울특별시 마포구 공덕동 1-110 도,29.0,37.0,27.0,5.0,48.0,0,23.373727272727272,50.0
2714,12,0.003,0.3,0.025,0.008,14.0,5.0,서울,마포구,2022,10,7,만리재로,서울특별시 마포구 공덕동 237-9 도,서울특별시 마포구 공덕동 1-110 도,18.0,84.0,10.0,5.0,33.0,0,23.373727272727272,50.0
2715,12,0.003,0.5,0.014,0.028,14.0,7.0,서울,마포구,2022,10,7,만리재로,서울특별시 마포구 공덕동 237-9 도,서울특별시 마포구 공덕동 1-110 도,18.0,84.0,10.0,5.0,33.0,0,23.373727272727272,50.0
2716,12,0.003,0.4,0.03,0.011,29.0,15.0,서울,마포구,2022,10,24,만리재로,서울특별시 마포구 공덕동 237-9 도,서울특별시 마포구 공덕동 1-110 도,14.0,46.0,9.0,5.0,26.0,0,23.373727272727272,50.0
2717,12,0.003,0.5,0.021,0.022,39.0,19.0,서울,마포구,2022,10,24,만리재로,서울특별시 마포구 공덕동 237-9 도,서울특별시 마포구 공덕동 1-110 도,14.0,46.0,9.0,5.0,26.0,0,23.373727272727272,50.0
2718,11,0.0037,0.43,0.0743,0.0117,37.0,18.0,서울,마포구,2023,6,5,만리재로,서울특별시 마포구 공덕동 237-9 도,서울특별시 마포구 공덕동 1-110 도,25.0,70.0,7.0,5.0,20.0,0,23.373727272727272,50.0
2719,11,0.0033,0.53,0.045,0.0275,41.0,18.0,서울,마포구,2023,6,5,만리재로,서울특별시 마포구 공덕동 237-9 도,서울특별시 마포구 공덕동 1-110 도,25.0,70.0,7.0,5.0,20.0,0,23.373727272727272,50.0
2720,13,0.0029,0.35,0.086,0.0092,40.0,23.0,서울,마포구,2023,7,19,만리재로,서울특별시 마포구 공덕동 237-9 도,서울특별시 마포구 공덕동 1-110 도,33.0,59.0,6.0,5.0,27.0,0,23.373727272727272,50.0
2721,13,0.0029,0.63,0.0413,0.0408,39.0,22.0,서울,마포구,2023,7,19,만리재로,서울특별시 마포구 공덕동 237-9 도,서울특별시 마포구 공덕동 1-110 도,33.0,59.0,6.0,5.0,27.0,0,23.373727272727272,50.0
2722,12,0.0024,0.34,0.0573,0.0159,24.0,8.0,서울,마포구,2023,8,25,만리재로,서울특별시 마포구 공덕동 237-9 도,서울특별시 마포구 공덕동 1-110 도,31.0,90.0,16.0,5.0,50.0,0,23.373727272727272,50.0
2723,12,0.0027,0.67,0.0237,0.0367,24.0,11.0,서울,마포구,2023,8,25,만리재로,서울특별시 마포구 공덕동 237-9 도,서울특별시 마포구 공덕동 1-110 도,31.0,90.0,16.0,5.0,50.0,0,23.373727272727272,50.0
2724,13,0.0022,0.34,0.0401,0.0137,14.0,6.0,서울,마포구,2023,9,25,만리재로,서울특별시 마포구 공덕동 237-9 도,서울특별시 마포구 공덕동 1-110 도,26.0,52.0,10.0,5.0,16.0,0,23.373727272727272,50.0
2725,13,0.0026,0.33,0.03,0.015,14.0,3.0,서울,마포구,2023,9,25,만리재로,서울특별시 마포구 공덕동 237-9 도,서울특별시 마포구 공덕동 1-110 도,26.0,52.0,10.0,5.0,16.0,0,23.373727272727272,50.0
2726,12,0.0027,0.39,0.0373,0.0118,26.0,15.0,서울,마포구,2023,10,27,만리재로,서울특별시 마포구 공덕동 237-9 도,서울특별시 마포구 공덕동 1-110 도,18.0,60.0,7.0,5.0,29.0,0,23.373727272727272,50.0
2727,12,0.0032,0.36,0.029,0.0146,26.0,13.0,서울,마포구,2023,10,27,만리재로,서울특별시 마포구 공덕동 237-9 도,서울특별시 마포구 공덕동 1-110 도,18.0,60.0,7.0,5.0,29.0,0,23.373727272727272,50.0
2728,12,0.0041,0.77,0.0108,0.045,63.0,47.0,서울,마포구,2023,12,4,만리재로,서울특별시 마포구 공덕동 237-9 도,서울특별시 마포구 공덕동 1-110 도,6.0,40.0,20.0,5.0,52.0,0,23.373727272727272,50.0
2729,12,0.0039,0.85,0.0063,0.0423,58.0,42.0,서울,마포구,2023,12,4,만리재로,서울특별시 마포구 공덕동 237-9 도,서울특별시 마포구 공덕동 1-110 도,6.0,40.0,20.0,5.0,52.0,0,23.373727272727272,50.0
2732,12,0.003,0.4,0.034,0.012,39.0,24.0,서울,중랑구,2022,2,16,망우로,서울특별시 중랑구 상봉동 474-26천,서울특별시 중랑구 망우동 산52-4임,-5.0,40.0,67.0,4.0,5.0,0,23.58887662337662,50.0
2733,12,0.003,0.6,0.022,0.025,33.0,21.0,서울,중랑구,2022,3,15,망우로,서울특별시 중랑구 상봉동 474-26천,서울특별시 중랑구 망우동 산52-4임,10.0,72.0,85.0,4.0,2.0,0,23.58887662337662,50.0
2734,12,0.003,0.3,0.041,0.01,11.0,3.0,서울,중랑구,2022,4,1,망우로,서울특별시 중랑구 상봉동 474-26천,서울특별시 중랑구 망우동 산52-4임,14.0,35.0,60.0,4.0,45.0,0,23.58887662337662,50.0
2735,12,0.004,0.4,0.055,0.021,66.0,44.0,서울,동대문구,2022,4,4,망우로,서울특별시 동대문구 회기동 67-7 도,서울특별시 동대문구 휘경동 346천,17.0,27.0,38.0,5.0,48.0,0,23.58887662337662,50.0
2736,12,0.004,0.5,0.043,0.034,50.0,26.0,서울,동대문구,2022,4,4,망우로,서울특별시 동대문구 회기동 67-7 도,서울특별시 동대문구 휘경동 346천,17.0,27.0,38.0,5.0,48.0,0,23.58887662337662,50.0
2737,12,0.003,0.3,0.043,0.013,169.0,16.0,서울,동대문구,2022,4,27,망우로,서울특별시 동대문구 회기동 67-7 도,서울특별시 동대문구 휘경동 346천,22.0,17.0,36.0,5.0,25.0,1,23.58887662337662,50.0
2738,12,0.003,0.4,0.031,0.027,160.0,16.0,서울,동대문구,2022,4,27,망우로,서울특별시 동대문구 회기동 67-7 도,서울특별시 동대문구 휘경동 346천,22.0,17.0,36.0,5.0,25.0,1,23.58887662337662,50.0
2739,12,0.002,0.3,0.042,0.012,149.0,18.0,서울,중랑구,2022,4,27,망우로,서울특별시 중랑구 상봉동 474-26천,서울특별시 중랑구 망우동 산52-4임,22.0,17.0,201.0,1.0,13.0,1,23.58887662337662,50.0
2740,13,0.003,0.3,0.067,0.017,30.0,15.0,서울,동대문구,2022,5,24,망우로,서울특별시 동대문구 회기동 67-7 도,서울특별시 동대문구 휘경동 346천,29.0,31.0,20.0,5.0,8.0,0,23.58887662337662,50.0
2741,13,0.003,0.5,0.049,0.031,37.0,16.0,서울,동대문구,2022,5,24,망우로,서울특별시 동대문구 회기동 67-7 도,서울특별시 동대문구 휘경동 346천,29.0,31.0,20.0,5.0,8.0,0,23.58887662337662,50.0
2742,12,0.003,0.3,0.06,0.014,25.0,13.0,서울,중랑구,2022,5,25,망우로,서울특별시 중랑구 상봉동 474-26천,서울특별시 중랑구 망우동 산52-4임,27.0,44.0,59.0,4.0,13.0,0,23.58887662337662,50.0
2743,12,0.002,0.3,0.045,0.01,25.0,15.0,서울,동대문구,2022,6,20,망우로,서울특별시 동대문구 회기동 67-7 도,서울특별시 동대문구 휘경동 346천,28.0,63.0,7.0,5.0,1.0,0,23.58887662337662,50.0
2744,12,0.003,0.5,0.028,0.026,33.0,15.0,서울,동대문구,2022,6,20,망우로,서울특별시 동대문구 회기동 67-7 도,서울특별시 동대문구 휘경동 346천,28.0,63.0,7.0,5.0,1.0,0,23.58887662337662,50.0
2745,11,0.002,0.3,0.039,0.023,22.0,12.0,서울,중랑구,2022,7,8,망우로,서울특별시 중랑구 상봉동 474-26천,서울특별시 중랑구 망우동 산52-4임,28.0,93.0,13.0,5.0,25.0,0,23.58887662337662,50.0
2746,11,0.002,0.4,0.03,0.017,19.0,11.0,서울,동대문구,2022,7,25,망우로,서울특별시 동대문구 회기동 67-7 도,서울특별시 동대문구 휘경동 346천,31.0,61.0,3.0,5.0,57.0,0,23.58887662337662,50.0
2747,11,0.003,0.6,0.023,0.026,20.0,9.0,서울,동대문구,2022,7,25,망우로,서울특별시 동대문구 회기동 67-7 도,서울특별시 동대문구 휘경동 346천,31.0,61.0,3.0,5.0,57.0,0,23.58887662337662,50.0
2748,11,0.002,0.2,0.025,0.013,12.0,3.0,서울,중랑구,2022,8,31,망우로,서울특별시 중랑구 상봉동 474-26천,서울특별시 중랑구 망우동 산52-4임,24.0,95.0,18.0,5.0,7.0,0,23.58887662337662,50.0
2749,12,0.002,0.3,0.046,0.01,22.0,10.0,서울,동대문구,2022,9,14,망우로,서울특별시 동대문구 회기동 67-7 도,서울특별시 동대문구 휘경동 346천,29.0,54.0,4.0,5.0,28.0,0,23.58887662337662,50.0
2750,12,0.003,0.3,0.036,0.016,25.0,12.0,서울,동대문구,2022,9,14,망우로,서울특별시 동대문구 회기동 67-7 도,서울특별시 동대문구 휘경동 346천,29.0,54.0,4.0,5.0,28.0,0,23.58887662337662,50.0
2751,11,0.002,0.3,0.009,0.013,25.0,11.0,서울,중랑구,2022,10,4,망우로,서울특별시 중랑구 상봉동 474-26천,서울특별시 중랑구 망우동 산52-4임,20.0,100.0,14.0,5.0,23.0,0,23.58887662337662,50.0
2752,12,0.003,0.3,0.03,0.006,23.0,7.0,서울,동대문구,2022,10,17,망우로,서울특별시 동대문구 회기동 67-7 도,서울특별시 동대문구 휘경동 346천,14.0,28.0,10.0,5.0,19.0,0,23.58887662337662,50.0
2753,12,0.003,0.3,0.022,0.014,27.0,12.0,서울,동대문구,2022,10,17,망우로,서울특별시 동대문구 회기동 67-7 도,서울특별시 동대문구 휘경동 346천,14.0,28.0,10.0,5.0,19.0,0,23.58887662337662,50.0
2754,12,0.003,0.3,0.027,0.017,20.0,9.0,서울,중랑구,2022,10,31,망우로,서울특별시 중랑구 상봉동 474-26천,서울특별시 중랑구 망우동 산52-4임,19.0,50.0,31.0,5.0,25.0,0,23.58887662337662,50.0
2755,12,0.0029,0.36,0.0629,0.0096,25.0,16.0,서울,동대문구,2023,6,15,망우로,서울특별시 동대문구 회기동 67-7 도,서울특별시 동대문구 휘경동 346천,27.0,57.0,17.0,5.0,0.0,0,23.58887662337662,50.0
2756,12,0.0034,0.49,0.0479,0.0279,37.0,21.0,서울,동대문구,2023,6,15,망우로,서울특별시 동대문구 회기동 67-7 도,서울특별시 동대문구 휘경동 346천,27.0,57.0,17.0,5.0,0.0,0,23.58887662337662,50.0
2757,12,0.0025,0.34,0.0471,0.022,28.0,14.0,서울,중랑구,2023,6,28,망우로,서울특별시 중랑구 상봉동 474-26천,서울특별시 중랑구 망우동 산52-4임,31.0,57.0,6.0,5.0,45.0,0,23.58887662337662,50.0
2758,12,0.0024,0.27,0.044,0.0136,18.0,12.0,서울,중랑구,2023,7,19,망우로,서울특별시 중랑구 상봉동 474-26천,서울특별시 중랑구 망우동 산52-4임,32.0,57.0,7.0,5.0,15.0,0,23.58887662337662,50.0
2759,11,0.0025,0.22,0.0482,0.0104,37.0,26.0,서울,동대문구,2023,8,2,망우로,서울특별시 동대문구 회기동 67-7 도,서울특별시 동대문구 휘경동 346천,34.0,57.0,3.0,5.0,54.0,0,23.58887662337662,50.0
2760,11,0.0033,0.52,0.0283,0.0367,42.0,25.0,서울,동대문구,2023,8,2,망우로,서울특별시 동대문구 회기동 67-7 도,서울특별시 동대문구 휘경동 346천,34.0,57.0,3.0,5.0,54.0,0,23.58887662337662,50.0
2761,11,0.0025,0.27,0.0158,0.0105,18.0,7.0,서울,중랑구,2023,9,22,망우로,서울특별시 중랑구 상봉동 474-26천,서울특별시 중랑구 망우동 산52-4임,24.0,59.0,6.0,5.0,31.0,0,23.58887662337662,50.0
2762,11,0.0033,0.5,0.0234,0.0244,31.0,11.0,서울,동대문구,2023,10,4,망우로,서울특별시 동대문구 회기동 67-7 도,서울특별시 동대문구 휘경동 346천,23.0,58.0,11.0,5.0,53.0,0,23.58887662337662,50.0
2763,11,0.0035,0.62,0.0146,0.0371,43.0,14.0,서울,동대문구,2023,10,4,망우로,서울특별시 동대문구 회기동 67-7 도,서울특별시 동대문구 휘경동 346천,23.0,58.0,11.0,5.0,53.0,0,23.58887662337662,50.0
2764,12,0.0039,0.45,0.046,0.021,43.0,23.0,서울,동대문구,2023,10,31,망우로,서울특별시 동대문구 회기동 67-7 도,서울특별시 동대문구 휘경동 346천,18.0,69.0,8.0,5.0,15.0,0,23.58887662337662,50.0
2765,12,0.0033,0.49,0.0388,0.0291,46.0,22.0,서울,동대문구,2023,10,31,망우로,서울특별시 동대문구 회기동 67-7 도,서울특별시 동대문구 휘경동 346천,18.0,69.0,8.0,5.0,15.0,0,23.58887662337662,50.0
2766,12,0.0017,0.36,0.017,0.0244,13.0,7.0,서울,중랑구,2023,12,18,망우로,서울특별시 중랑구 상봉동 474-26천,서울특별시 중랑구 망우동 산52-4임,-5.0,43.0,21.0,5.0,27.0,0,23.58887662337662,50.0
2778,14,0.002,0.5,0.066,0.018,44.0,29.0,서울,서초구,2022,4,25,매헌로,서울특별시 서초구 양재동 238도,서울특별시 서초구 양재동 227-6도,24.0,80.0,28.0,5.0,10.0,0,23.96878839005822,47.04936480618582
2779,14,0.002,0.7,0.043,0.037,67.0,32.0,서울,서초구,2022,4,25,매헌로,서울특별시 서초구 양재동 238도,서울특별시 서초구 양재동 227-6도,24.0,80.0,28.0,5.0,10.0,0,23.96878839005822,47.04936480618582
2780,14,0.005,0.3,0.079,0.016,58.0,24.0,서울,서초구,2022,5,20,매헌로,서울특별시 서초구 양재동 238도,서울특별시 서초구 양재동 227-6도,25.0,42.0,8.0,5.0,50.0,0,23.968788390058215,47.04936480618582
2781,14,0.005,0.5,0.062,0.038,52.0,28.0,서울,서초구,2022,5,20,매헌로,서울특별시 서초구 양재동 238도,서울특별시 서초구 양재동 227-6도,25.0,42.0,8.0,5.0,50.0,0,23.96878839005822,47.04936480618582
2782,14,0.002,0.3,0.052,0.015,27.0,21.0,서울,서초구,2022,6,13,매헌로,서울특별시 서초구 양재동 238도,서울특별시 서초구 양재동 227-6도,30.0,57.0,73.0,4.0,11.0,0,23.96878839005822,47.04936480618582
2783,14,0.002,0.6,0.03,0.034,54.0,16.0,서울,서초구,2022,6,13,매헌로,서울특별시 서초구 양재동 238도,서울특별시 서초구 양재동 227-6도,30.0,57.0,73.0,4.0,11.0,0,23.968788390058215,47.04936480618582
2784,15,0.002,0.4,0.06,0.021,28.0,14.0,서울,서초구,2022,7,11,매헌로,서울특별시 서초구 양재동 238도,서울특별시 서초구 양재동 227-6도,30.0,71.0,9.0,5.0,20.0,0,23.96878839005822,47.04936480618582
2785,15,0.001,0.6,0.035,0.04,27.0,17.0,서울,서초구,2022,7,11,매헌로,서울특별시 서초구 양재동 238도,서울특별시 서초구 양재동 227-6도,30.0,71.0,9.0,5.0,20.0,0,23.96878839005822,47.04936480618582
2786,13,0.002,0.3,0.035,0.01,15.0,3.0,서울,서초구,2022,8,24,매헌로,서울특별시 서초구 양재동 238도,서울특별시 서초구 양재동 227-6도,28.0,61.0,3.0,5.0,55.0,0,23.96878839005822,47.04936480618583
2787,13,0.003,0.5,0.027,0.023,12.0,6.0,서울,서초구,2022,8,24,매헌로,서울특별시 서초구 양재동 238도,서울특별시 서초구 양재동 227-6도,28.0,61.0,3.0,5.0,55.0,0,23.96878839005822,47.04936480618582
2788,14,0.002,0.3,0.025,0.009,24.0,5.0,서울,서초구,2022,10,4,매헌로,서울특별시 서초구 양재동 238도,서울특별시 서초구 양재동 227-6도,21.0,71.0,5.0,5.0,8.0,0,23.96878839005822,47.04936480618583
2789,14,0.003,0.7,0.016,0.022,21.0,13.0,서울,서초구,2022,10,4,매헌로,서울특별시 서초구 양재동 238도,서울특별시 서초구 양재동 227-6도,21.0,71.0,5.0,5.0,8.0,0,23.96878839005822,47.04936480618583
2790,14,0.002,0.4,0.03,0.03,37.0,17.0,서울,서초구,2022,10,20,매헌로,서울특별시 서초구 양재동 238도,서울특별시 서초구 양재동 227-6도,20.0,32.0,7.0,5.0,43.0,0,23.968788390058215,47.04936480618583
2791,14,0.003,0.6,0.021,0.041,50.0,25.0,서울,서초구,2022,10,20,매헌로,서울특별시 서초구 양재동 238도,서울특별시 서초구 양재동 227-6도,20.0,32.0,7.0,5.0,43.0,0,23.96878839005822,47.04936480618583
2792,15,0.0026,0.34,0.0548,0.015,54.0,30.0,서울,서초구,2023,6,7,매헌로,서울특별시 서초구 양재동 238도,서울특별시 서초구 양재동 227-6도,25.0,65.0,220.0,1.0,2.0,1,23.96878839005822,47.04936480618583
2793,15,0.0028,0.41,0.0348,0.0385,47.0,23.0,서울,서초구,2023,6,7,매헌로,서울특별시 서초구 양재동 238도,서울특별시 서초구 양재동 227-6도,25.0,65.0,220.0,1.0,2.0,1,23.968788390058215,47.04936480618583
2794,14,0.0028,0.34,0.0528,0.0216,43.0,20.0,서울,서초구,2023,7,5,매헌로,서울특별시 서초구 양재동 238도,서울특별시 서초구 양재동 227-6도,27.0,68.0,7.0,5.0,38.0,0,23.96878839005822,47.04936480618582
2795,14,0.002,0.36,0.0462,0.0192,25.0,17.0,서울,서초구,2023,7,5,매헌로,서울특별시 서초구 양재동 238도,서울특별시 서초구 양재동 227-6도,27.0,68.0,7.0,5.0,38.0,0,23.96878839005822,47.04936480618583
2796,14,0.0028,0.21,0.0406,0.009,15.0,1.0,서울,서초구,2023,8,8,매헌로,서울특별시 서초구 양재동 238도,서울특별시 서초구 양재동 227-6도,36.0,50.0,6.0,5.0,55.0,0,23.968788390058215,47.04936480618582
2797,14,0.0024,0.39,0.0302,0.024,5.0,3.0,서울,서초구,2023,8,8,매헌로,서울특별시 서초구 양재동 238도,서울특별시 서초구 양재동 227-6도,36.0,50.0,6.0,5.0,55.0,0,23.96878839005822,47.04936480618583
2798,14,0.003,0.33,0.0271,0.0215,31.0,9.0,서울,서초구,2023,10,17,매헌로,서울특별시 서초구 양재동 238도,서울특별시 서초구 양재동 227-6도,20.0,33.0,17.0,5.0,16.0,0,23.96878839005822,47.04936480618582
2799,14,0.003,0.51,0.0183,0.039,33.0,12.0,서울,서초구,2023,10,17,매헌로,서울특별시 서초구 양재동 238도,서울특별시 서초구 양재동 227-6도,20.0,33.0,17.0,5.0,16.0,0,23.968788390058215,47.04936480618583
2800,14,0.0024,0.25,0.0261,0.0078,30.0,16.0,서울,서초구,2023,11,24,매헌로,서울특별시 서초구 양재동 238도,서울특별시 서초구 양재동 227-6도,3.0,39.0,8.0,5.0,45.0,0,23.968788390058215,47.04936480618582
2801,14,0.0026,0.43,0.02,0.0241,35.0,11.0,서울,서초구,2023,11,24,매헌로,서울특별시 서초구 양재동 238도,서울특별시 서초구 양재동 227-6도,3.0,39.0,8.0,5.0,45.0,0,23.96878839005822,47.04936480618583
2806,14,0.002,0.3,0.043,0.012,15.0,7.0,서울,중랑구,2022,4,1,면목천로,서울특별시 중랑구 면목동 284-26도,서울특별시 중랑구 면목동 282-4도,15.0,32.0,76.0,4.0,25.0,0,23.647151515151513,53.333333333333336
2807,13,0.002,0.3,0.043,0.014,138.0,15.0,서울,중랑구,2022,4,27,면목천로,서울특별시 중랑구 면목동 284-26도,서울특별시 중랑구 면목동 282-4도,25.0,13.0,553.0,1.0,44.0,1,23.647151515151513,53.333333333333336
2808,13,0.003,0.3,0.067,0.016,29.0,12.0,서울,중랑구,2022,5,25,면목천로,서울특별시 중랑구 면목동 284-26도,서울특별시 중랑구 면목동 282-4도,27.0,47.0,38.0,5.0,25.0,0,23.647151515151513,53.333333333333336
2809,13,0.003,0.4,0.048,0.02,26.0,17.0,서울,중랑구,2022,7,8,면목천로,서울특별시 중랑구 면목동 284-26도,서울특별시 중랑구 면목동 282-4도,28.0,95.0,40.0,5.0,2.0,0,23.647151515151513,53.333333333333336
2810,13,0.002,0.2,0.039,0.011,12.0,6.0,서울,중랑구,2022,8,31,면목천로,서울특별시 중랑구 면목동 284-26도,서울특별시 중랑구 면목동 282-4도,25.0,90.0,50.0,5.0,5.0,0,23.647151515151513,53.333333333333336
2811,13,0.002,0.3,0.013,0.011,24.0,12.0,서울,중랑구,2022,10,4,면목천로,서울특별시 중랑구 면목동 284-26도,서울특별시 중랑구 면목동 282-4도,20.0,100.0,13.0,5.0,2.0,0,23.647151515151513,53.333333333333336
2812,13,0.003,0.3,0.035,0.014,17.0,9.0,서울,중랑구,2022,10,31,면목천로,서울특별시 중랑구 면목동 284-26도,서울특별시 중랑구 면목동 282-4도,19.0,49.0,20.0,5.0,22.0,0,23.647151515151513,53.333333333333336
2813,15,0.0022,0.4,0.0773,0.0198,30.0,22.0,서울,중랑구,2023,6,28,면목천로,서울특별시 중랑구 면목동 284-26도,서울특별시 중랑구 면목동 282-4도,32.0,58.0,11.0,5.0,9.0,0,23.647151515151513,53.333333333333336
2814,14,0.0024,0.3,0.0637,0.0162,23.0,14.0,서울,중랑구,2023,7,19,면목천로,서울특별시 중랑구 면목동 284-26도,서울특별시 중랑구 면목동 282-4도,33.0,57.0,5.0,5.0,34.0,0,23.647151515151513,53.333333333333336
2815,14,0.0027,0.32,0.0386,0.0132,20.0,9.0,서울,중랑구,2023,9,22,면목천로,서울특별시 중랑구 면목동 284-26도,서울특별시 중랑구 면목동 282-4도,27.0,42.0,4.0,5.0,31.0,0,23.647151515151513,53.333333333333336
2816,15,0.0016,0.37,0.0206,0.0228,18.0,9.0,서울,중랑구,2023,12,18,면목천로,서울특별시 중랑구 면목동 284-26도,서울특별시 중랑구 면목동 282-4도,-3.0,38.0,22.0,5.0,7.0,0,23.647151515151513,53.333333333333336
2819,13,0.003,0.4,0.06,0.015,47.0,22.0,서울,서초구,2022,4,22,명달로,서울특별시 서초구 서초동 1748-10도,서울특별시 서초구 서초동 1748-51도,18.0,69.0,7.0,5.0,13.0,0,21.851045454545456,50.0
2820,13,0.002,0.5,0.051,0.025,58.0,24.0,서울,서초구,2022,4,22,명달로,서울특별시 서초구 서초동 1748-10도,서울특별시 서초구 서초동 1748-51도,18.0,69.0,7.0,5.0,13.0,0,21.851045454545456,50.0
2821,12,0.003,0.3,0.065,0.014,58.0,19.0,서울,서초구,2022,5,19,명달로,서울특별시 서초구 서초동 1748-10도,서울특별시 서초구 서초동 1748-51도,24.0,43.0,15.0,5.0,38.0,0,21.851045454545456,50.0
2822,12,0.002,0.4,0.059,0.023,42.0,19.0,서울,서초구,2022,5,19,명달로,서울특별시 서초구 서초동 1748-10도,서울특별시 서초구 서초동 1748-51도,24.0,43.0,15.0,5.0,38.0,0,21.851045454545456,50.0
2823,12,0.002,0.3,0.051,0.016,37.0,24.0,서울,서초구,2022,6,10,명달로,서울특별시 서초구 서초동 1748-10도,서울특별시 서초구 서초동 1748-51도,28.0,52.0,10.0,5.0,39.0,0,21.851045454545456,50.0
2824,12,0.002,0.6,0.035,0.032,68.0,22.0,서울,서초구,2022,6,10,명달로,서울특별시 서초구 서초동 1748-10도,서울특별시 서초구 서초동 1748-51도,28.0,52.0,10.0,5.0,39.0,0,21.851045454545456,50.0
