ds,자치구,기온,상대습도,초미세먼지,미세먼지
2024-01-01,도봉구,6.5,100.0,25.0,27.0
2024-01-01,도봉구,6.5,99.0,2.0,3.0
2024-01-01,도봉구,5.7,63.0,17.0,18.0
2024-01-01,도봉구,6.0,100.0,15.0,16.0
2024-01-01,도봉구,6.5,100.0,22.0,24.0
2024-01-01,도봉구,-40.0,55.0,2.0,3.0
2024-01-01,도봉구,5.2,82.0,13.0,14.0
2024-01-01,도봉구,6.6,69.0,15.0,16.0
2024-01-01,도봉구,7.5,59.0,17.0,18.0
2024-01-01,도봉구,4.8,100.0,13.0,14.0
2024-01-01,도봉구,-1.3,100.0,15.0,17.0
2024-01-01,도봉구,7.7,88.0,8.0,9.0
2024-01-01,도봉구,5.2,68.0,15.0,16.0
2024-01-01,도봉구,5.5,98.0,10.0,11.0
2024-01-01,도봉구,7.3,66.0,8.0,9.0
2024-01-01,도봉구,7.3,69.0,12.0,13.0
2024-01-01,도봉구,6.1,69.0,7.0,8.0
2024-01-01,도봉구,9.5,58.0,1.0,2.0
2024-01-01,도봉구,5.8,69.0,12.0,13.0
2024-01-01,도봉구,9.4,57.0,4.0,5.0
2024-01-01,도봉구,7.9,64.0,7.0,7.0
2024-01-01,도봉구,7.3,63.0,9.0,10.0
2024-01-01,도봉구,6.6,65.0,6.0,7.0
2024-01-01,도봉구,6.5,68.0,4.0,5.0
2024-01-01,도봉구,7.9,62.0,9.0,10.0
2024-01-01,도봉구,6.6,67.0,23.0,25.0
2024-01-01,도봉구,9.1,58.0,6.0,7.0
2024-01-01,도봉구,7.5,65.0,1.0,2.0
2024-01-01,도봉구,6.1,68.0,4.0,5.0
2024-01-01,도봉구,6.2,68.0,3.0,4.0
2024-01-01,도봉구,6.8,66.0,4.0,5.0
2024-01-01,도봉구,5.9,70.0,1.0,2.0
2024-01-01,도봉구,7.4,65.0,1.0,2.0
2024-01-01,도봉구,6.2,67.0,15.0,16.0
2024-01-01,도봉구,7.0,68.0,11.0,12.0
2024-01-01,도봉구,7.1,65.0,12.0,13.0
