,ds,SO2,CO,O3,NO2,PM10,PM25,지역명
147,2024-05-27,0.002529916322884284,0.41711099248865996,0.05255216740034738,0.016280590527412445,28.085762223277403,16.074008872451166,양천구
148,2024-05-28,0.002502051957002605,0.4087224079075938,0.05227099583192696,0.016872092440899315,27.962725741068645,15.556737976676672,양천구
149,2024-05-29,0.0025891374891482822,0.4327826074550203,0.051628570925488795,0.018125954060235885,31.05702733219903,17.09002039281887,양천구
150,2024-05-30,0.0025412995095889647,0.4312612119621065,0.052798550218911756,0.016658413535548817,30.233202339124368,16.637417698902315,양천구
151,2024-05-31,0.002585061253665494,0.4285283492335564,0.05416847899900343,0.016842393386540276,29.256124525062525,16.7516806454775,양천구
152,2024-06-01,0.0024877832663522757,0.4348406066849359,0.05413959529798967,0.015189121899673067,28.212971143011035,17.325105046921053,양천구
153,2024-06-02,0.0023932609742105967,0.41733850583250665,0.05482331782769659,0.011659854132929035,24.968296866153523,15.943258253296015,양천구
154,2024-06-03,0.0023897958235699845,0.4219162608258775,0.05086658247572763,0.01612757697437662,22.582722532630534,14.07735401417647,양천구
155,2024-06-04,0.0023599138542199994,0.41097863681747693,0.05017351801701439,0.016705979292351677,21.955821438234736,13.435508341128852,양천구
156,2024-06-05,0.002445999125411612,0.43230432696914767,0.04913299469443391,0.017936545646026106,24.648798960368282,14.873041237028296,양천구
157,2024-06-06,0.0023981703779943535,0.42795945141421016,0.04992523074929413,0.016437629203924733,23.538463375738942,14.357969602020063,양천구
158,2024-06-07,0.002442935361426365,0.42241360792357574,0.050944248285741595,0.016584475072371638,22.398973569479317,14.446826026861583,양천구
159,2024-06-08,0.002347631739015939,0.42602270337059744,0.05059753593516454,0.014890756016707883,21.323556485100486,15.034876962460391,양천구
160,2024-06-09,0.002256024899127551,0.40602331864191815,0.05100239220742275,0.01132020614786634,18.179418519949756,13.70973185565664,양천구
161,2024-06-10,0.0022563793303180505,0.40839946282264095,0.04681111876690649,0.015748239839715652,16.02636134394043,11.94362512225291,양천구
162,2024-06-11,0.0022311774311599124,0.3956366224914888,0.04593255804491847,0.016290839629886412,15.759686990221102,11.444606923313854,양천구
163,2024-06-12,0.0023227531752735187,0.4155826087285649,0.04475951264274704,0.017491574100775478,18.932987641634483,13.066810161171226,양천구
