,ds,SO2,CO,O3,NO2,PM10,PM25,지역명
0,2024-01-01,0.0027824551221662585,0.7440711103978077,0.009977579769170197,0.03588328124314213,42.84160385763293,32.806140416347404,성동구
1,2024-01-02,0.002820211339074655,0.7450166464168371,0.009421358575090771,0.03730847438836321,43.88691145966862,33.374031369797095,성동구
2,2024-01-03,0.0028702463821058143,0.7667455030475283,0.008821696917573035,0.0382044295183228,47.924832348283815,34.98496329373592,성동구
3,2024-01-04,0.002909809906333067,0.7756629553667777,0.009403669161699001,0.03829051944385333,48.456229686193645,35.38574358009139,성동구
4,2024-01-05,0.0029481337634904123,0.7759662903461055,0.010996648864959706,0.03803345507884047,48.78192893244332,36.16616498527814,성동구
5,2024-01-06,0.0028308755345930543,0.7809934755648147,0.011971535310447695,0.035856126567215665,48.83027275329711,36.549291643564366,성동구
6,2024-01-07,0.0027235424555913726,0.7591119972211195,0.014882066807923906,0.03027500323773174,47.219578227295486,35.624232447040455,성동구
7,2024-01-08,0.002876702975444143,0.7642337159106951,0.010778572627689244,0.035690604036621706,46.708481334054106,33.99349759673136,성동구
8,2024-01-09,0.0028909424526886987,0.7485870726219503,0.010769341354548448,0.03636190213425539,46.97978141286131,33.58952273973033,성동구
9,2024-01-10,0.0029148608480233963,0.7541949276757471,0.010689511970569974,0.03652160073394572,50.21772630906395,34.25903740752822,성동구
10,2024-01-11,0.0029261036297727533,0.7477466816032342,0.011754730141107462,0.03590251545530886,49.938061068404764,33.767574533621215,성동구
11,2024-01-12,0.0029343485610242507,0.7337019017937716,0.013785989354441159,0.03498412754185541,49.45625826418974,33.722366894122935,성동구
12,2024-01-13,0.0027857410736480464,0.7256333836025901,0.015147029323853629,0.032201144242076464,48.71475030959092,33.36223734848216,성동구
13,2024-01-14,0.0026463089858108483,0.692111096436795,0.01838578729691379,0.0260806406166956,46.345089720045166,31.79001961544006,성동구
14,2024-01-15,0.0027671639918950114,0.6872129801893879,0.014548251354447286,0.031032300713164908,45.118029470521535,29.61961400701736,성동구
15,2024-01-16,0.002749446643918952,0.6632940196547241,0.014739891706996106,0.03132262736487651,44.72714214496435,28.792269786144907,성동구
16,2024-01-17,0.0027423129137362865,0.6624619506569194,0.014794575549307928,0.031190062332192278,47.36592331336213,29.160776560748367,성동구
17,2024-01-18,0.0027239537979886147,0.6514482918909499,0.015928208231687946,0.03037125585125351,46.5577053119696,28.493865493474765,성동구
18,2024-01-19,0.0027045708873322215,0.6347119441998156,0.017963521687606697,0.029347552445238838,45.62380136158477,28.399068378225977,성동구
19,2024-01-20,0.0025308008594369592,0.6257832763497236,0.01926738476725377,0.026553530796418735,44.51070074281313,28.112641824968005,성동구
20,2024-01-21,0.0023691199020703653,0.5931501110200527,0.022392134235628223,0.02051417219037268,41.85223990461192,26.732091809947953,성동구
21,2024-01-22,0.00247103573414442,0.5907715134609074,0.01838927940491171,0.025635174536954665,40.419739178286726,24.86339974334036,성동구
22,2024-01-23,0.0024380241661270197,0.5708507231884706,0.018370760949842753,0.026177279122317647,39.90572005113442,24.437536754009457,성동구
23,2024-01-24,0.002419508489138051,0.5753154732501964,0.018177674527126833,0.026371548597184633,42.50114357133418,25.294942085573787,성동구
24,2024-01-25,0.0023938733273702346,0.5706942629220746,0.019033707391756423,0.025945831034434923,41.72549025668751,25.190258494811673,성동구
25,2024-01-26,0.0023714360161890937,0.5612256819856416,0.02076971460376916,0.025371471771911073,40.89509490752599,25.715563664640086,성동구
26,2024-01-27,0.002198868570668004,0.5602085505377133,0.02176081519403475,0.023072104931145747,39.95055000291613,26.090694932106423,성동구
27,2024-01-28,0.0020426013176867977,0.5358941256112836,0.024567512675831814,0.017561092606117004,37.51909524819117,25.39619201565619,성동구
28,2024-01-29,0.0021540158859103607,0.5420061116833383,0.020249198261299797,0.023232121772156944,36.36497561107177,24.220947975419286,성동구
29,2024-01-30,0.0021343844801657284,0.5305196515733925,0.019925222342038133,0.02433381886291929,36.17337567556087,24.47914413504627,성동구
30,2024-01-31,0.00213285367339203,0.5431473843055922,0.01944344936132288,0.02508531325126151,39.12786419597209,25.99513412761793,성동구
31,2024-02-01,0.0021274642545589056,0.546220987960148,0.020033548162572364,0.02520297732741932,38.74066317696693,26.508559747391985,성동구
32,2024-02-02,0.0021281300606154656,0.543805171869636,0.021531447595779865,0.025147398064212154,38.32114965775935,27.597928199625503,성동구
33,2024-02-03,0.0019810686880427147,0.549051765891475,0.02231634016428235,0.023332405626754857,37.803399633672996,28.47123966077099,성동구
34,2024-02-04,0.0018522149569892817,0.5300950624037416,0.024951739693906433,0.018262721340368226,35.808688529177786,28.19918268996924,성동구
35,2024-02-05,0.001992424596002212,0.5405740755201702,0.020498952135031785,0.0243247301857491,35.095928576772764,27.362982003640546,성동구
36,2024-02-06,0.0020024248268414,0.5324128462961863,0.02007814496786979,0.02576123380714778,35.34565015597246,27.871470178105657,성동구
37,2024-02-07,0.0020308098207930765,0.5473068587359172,0.01953692943141863,0.026787112323321535,38.737461403975914,29.54604592964494,성동구
38,2024-02-08,0.002055072294772982,0.5516039892310561,0.020103705982827673,0.02711612077233107,38.78030201395097,30.125800838921023,성동구
39,2024-02-09,0.0020845939034456248,0.5494169844276929,0.021612200385660432,0.027207874340053045,38.780902065624396,31.191044994638034,성동구
40,2024-02-10,0.001965087056022583,0.5539751708853133,0.02243857020569425,0.025476848320077378,38.671258946492586,31.953823003268283,성동구
41,2024-02-11,0.001862018775318432,0.5335166310736551,0.025142584170690766,0.020429956616914508,37.07105121112467,31.490942000989605,성동구
42,2024-02-12,0.002025823829425519,0.5418066100017825,0.02078122956960277,0.026457216514624658,36.737974797725364,30.391601703248206,성동구
43,2024-02-13,0.002056863601488522,0.5309133990310334,0.020469928935436442,0.027806359225762543,37.35161415687156,30.57420483852782,성동구
44,2024-02-14,0.0021034284838202266,0.542689894029462,0.020051275841609373,0.02869831890806466,41.090788330088586,31.871018453166656,성동구
