,ds,SO2,CO,O3,NO2,PM10,PM25,지역명
0,2024-01-01,0.0030220902290242885,0.7465879403846889,0.008548053547261979,0.04262935887483006,45.42362040584202,31.31986344606596,금천구
1,2024-01-02,0.003095446196004262,0.743548759096334,0.008211169614568591,0.0438158837291374,46.9281495204723,31.880436523806175,금천구
2,2024-01-03,0.0031640357500509085,0.7756426783006366,0.007837955420995052,0.04519776052266008,51.616834497430716,33.66259290760415,금천구
3,2024-01-04,0.0031768286209162425,0.7741937049982894,0.008739105928811945,0.044334416459999124,51.78208631756402,33.68639774709197,금천구
4,2024-01-05,0.0032272651441719387,0.7792488448381568,0.009905896734259637,0.04456279837263606,52.94867379749428,34.530113869600214,금천구
5,2024-01-06,0.003137298008493442,0.7815406166876875,0.010575519800286938,0.042759689304793395,53.47011607699065,35.38932014872452,금천구
6,2024-01-07,0.0029896698328620566,0.7539155459386612,0.012408798270076063,0.03752987140794975,51.25358910126631,34.05245468451122,금천구
7,2024-01-08,0.003112590126502667,0.7558372416099326,0.009363330002438119,0.042876400667415854,50.33576435051671,32.37671022116437,금천구
8,2024-01-09,0.0031580277390165536,0.7388549577997834,0.00957851025620366,0.04328077870164458,50.92237627882312,31.94005511023108,금천구
9,2024-01-10,0.003197479964421976,0.7574640522514297,0.009728295134332137,0.04390275846845701,54.65176635355235,32.75442421151577,금천구
10,2024-01-11,0.003180507511916397,0.7432518274625509,0.011113338378230652,0.042317023532438894,53.835520840886815,31.8597602867897,금천구
11,2024-01-12,0.003201140239824246,0.7365100997881326,0.012715940631444694,0.04187488998369222,54.01771887989911,31.853014436644237,금천구
12,2024-01-13,0.003081905708015839,0.7281920330058725,0.013765591476130896,0.03946628271072482,53.570869162728386,31.94682538985024,금천구
13,2024-01-14,0.0029060942382924935,0.6913355494407583,0.015916856632834025,0.03370758791963841,50.4203769029597,29.944663155353204,금천구
14,2024-01-15,0.0030024243231048385,0.6855620518671421,0.013122655846178567,0.03861165536702128,48.619970656906894,27.71637460923595,금천구
15,2024-01-16,0.0030233247464881916,0.662541466479573,0.01351937878007748,0.038667742527313684,48.39089584898355,26.849913205875065,금천구
16,2024-01-17,0.0030406948004073394,0.6768501080885486,0.013779698518606972,0.0390411433591675,51.385132078253335,27.36430458430405,금천구
17,2024-01-18,0.003004431987033271,0.6601149176563161,0.015204714382290895,0.037309745847850004,49.92575909237607,26.303534303967815,금천구
18,2024-01-19,0.003008832235842425,0.6526254568578551,0.016778863446107163,0.03682567050864476,49.56599406896189,26.26547008803252,금천구
19,2024-01-20,0.002876614775649183,0.6452912088458955,0.017735382462199606,0.034477243135673664,48.684982827904356,26.460540257340114,금천구
20,2024-01-21,0.0026911853873341856,0.6110664841350386,0.01973407506356461,0.02887690371411211,45.21218907650627,24.686953734937426,금천구
21,2024-01-22,0.002781301865655843,0.6094516240863523,0.01673443326970338,0.03403132343014152,43.20281174558185,22.80639706270231,금천구
22,2024-01-23,0.002799357995412938,0.5919614460437833,0.016880565028231875,0.034421518947799594,42.87703585216339,22.39598654527121,금천구
23,2024-01-24,0.0028171473226857755,0.6129873412635429,0.016853792587726436,0.035202702126851636,45.883370712936234,23.46152138437776,금천구
24,2024-01-25,0.0027843959692338393,0.603946464318958,0.01796455925618879,0.033941103547964493,44.539195428104335,23.031716454402577,금천구
25,2024-01-26,0.002795169341383242,0.6048992687555391,0.019207090262140507,0.0339759150539651,44.3900277682042,23.687518041727202,금천구
26,2024-01-27,0.0026719046664697007,0.6065127932127768,0.019824596068123077,0.032181596633891196,43.80559125395684,24.62121394603594,금천구
27,2024-01-28,0.0024976828523608145,0.5814918407439664,0.021486779797640305,0.02715614084143688,40.704515621486195,23.612112083975283,금천구
28,2024-01-29,0.002600903251727977,0.5890865805437469,0.018162704540553277,0.03289155741776369,39.13009102471267,22.50271114331438,금천구
29,2024-01-30,0.00263357738012634,0.5805673500932808,0.018005478797013596,0.033854357732704767,39.28987120464301,22.851129172481386,금천구
30,2024-01-31,0.00266710260990711,0.6100929044467394,0.0177046309947417,0.03518576762507484,42.81936905260478,24.644823727015208,금천구
31,2024-02-01,0.002650804833781392,0.6088653928969375,0.018577816228859914,0.03443889763299391,42.02295420783276,24.89527029548678,금천구
32,2024-02-02,0.002678354706042278,0.6167531695045013,0.019625305851227355,0.03494100691142696,42.433458961176875,26.16769102817055,금천구
33,2024-02-03,0.0025718091682500914,0.6242587074863768,0.02009505236091309,0.03355609795408008,42.40855809684439,27.64053479333142,금천구
34,2024-02-04,0.002413891551058445,0.6039536435607724,0.021660094453232342,0.028873428016902764,39.85574966634892,27.08147352556559,금천구
35,2024-02-05,0.0025326736570952463,0.6149893854778542,0.018291360207103834,0.034878193728103433,38.80835003461594,26.323830673484146,금천구
36,2024-02-06,0.0025798757280100807,0.6085739879004844,0.018142327858515224,0.03603216358155183,39.465292787888,26.91920152406052,금천구
37,2024-02-07,0.0026266452053456085,0.6388414955189825,0.017901415234529497,0.0374739833726742,43.45497080317017,28.85129470333392,금천구
38,2024-02-08,0.0026221032020547616,0.6370070120039752,0.018883740097810537,0.036756381530084245,43.07622859999593,29.130659144850775,금천구
39,2024-02-09,0.0026597632517542983,0.6429886063306494,0.020085700125659495,0.037208410134962816,43.85801037538113,30.324388059844985,금천구
40,2024-02-10,0.002561574037408796,0.6473733579760214,0.020750162130960426,0.03569795977959416,44.15573012474603,31.6155023868735,금천구
41,2024-02-11,0.0024101994205588885,0.6228496241043424,0.0225440216825434,0.03082013670220323,41.87619319650956,30.778782026708676,금천구
