,ds,SO2,CO,O3,NO2,PM10,PM25,지역명
18,2024-01-19,0.0030303413286001763,0.6637746237856945,0.01695268197498527,0.03270943512530176,49.84585847470765,28.547619235372448,강동구
19,2024-01-20,0.0029674005504564485,0.6541516111759957,0.017913117078273404,0.030179019662735854,49.0158459869202,28.475889880887323,강동구
20,2024-01-21,0.0028571434096006285,0.6185221588862626,0.020766729264513544,0.024326141926553475,46.49342283278159,27.39638666320272,강동구
21,2024-01-22,0.0029242562450190516,0.622104874074466,0.01688804125631714,0.029679126092166518,44.512343528982555,25.05699937085519,강동구
22,2024-01-23,0.0029138886487341353,0.600438720179965,0.017162188189243276,0.029545891630384912,44.068273806471254,24.192695505089162,강동구
23,2024-01-24,0.002917302070327242,0.6076858108008029,0.016918452763880175,0.030262111231485676,46.053187366754806,24.60448542620774,강동구
24,2024-01-25,0.0029006725394716487,0.6035548027988638,0.018482587111378904,0.029402004743323124,45.267787273557104,24.375757410942672,강동구
25,2024-01-26,0.0028940282058489905,0.6008042787201474,0.01941639673887788,0.02940349048213508,44.16902892937702,24.46897700501164,강동구
26,2024-01-27,0.00283694565235396,0.6016289119631096,0.020133346447378676,0.02736849862559996,43.475521086911996,25.114738977559902,강동구
27,2024-01-28,0.002734039156599673,0.5768197329195014,0.022746639556905424,0.022039507724840857,41.16500033406737,24.798289811658545,강동구
28,2024-01-29,0.0028096956578149397,0.5913158593403245,0.018637585961424098,0.02793245680928315,39.46425114713153,23.248574474503013,강동구
29,2024-01-30,0.002808757413600137,0.580383155925597,0.018697473263320316,0.0283428363923814,39.361311569474,23.181511375065753,강동구
30,2024-01-31,0.002822178902959487,0.597923715069617,0.01826095506241618,0.029594144365718125,41.74007805744886,24.379412207316896,강동구
31,2024-02-01,0.0028158374485923276,0.6034054965694858,0.01965825183062738,0.029248967196431594,41.39292799584846,24.907754962357224,강동구
32,2024-02-02,0.0028194780591282746,0.6093713599719065,0.020454642463416054,0.029734400633596204,40.76843147566414,25.712293749596633,강동구
33,2024-02-03,0.0027724162716155033,0.6178301436346281,0.021066008273684125,0.02814260800747921,40.576924137128586,27.0084838363424,강동구
34,2024-02-04,0.0026790330210268824,0.5994209900018834,0.02360688175062376,0.023207571227158635,38.7881327019394,27.268331039225924,강동구
35,2024-02-05,0.0027635141764235146,0.6189681852781027,0.01945881569499342,0.029438181866846505,37.62122239889767,26.20971172430899,강동구
36,2024-02-06,0.0027705366440111557,0.6116619094358082,0.01951228618805366,0.030124471537574783,38.05710443224989,26.539861331526325,강동구
37,2024-02-07,0.002790927543944006,0.6313687470843555,0.019100141832666777,0.031586164493912626,40.973116131926766,28.03494376222271,강동구
38,2024-02-08,0.00279047591937118,0.6375612841547126,0.020549892280339207,0.031383810996906444,41.15569238089779,28.756907280638487,강동구
39,2024-02-09,0.0027988774983784756,0.6428260398880169,0.021423311019785417,0.03194421492907082,41.04810095450095,29.65060970920334,강동구
40,2024-02-10,0.002755436341953228,0.6492524320265555,0.022132110480540104,0.03036095422722019,41.35601549036849,30.933192237590927,강동구
41,2024-02-11,0.002664557487896364,0.6275940451282038,0.024786137581184687,0.025371050888697448,40.04512039679348,31.080813610733287,강동구
42,2024-02-12,0.002750483340461928,0.6428195650827844,0.020761900788484822,0.03148794070352571,39.331120226290906,29.817795210824933,강동구
43,2024-02-13,0.0027579758390587085,0.630288892368146,0.0209446373813756,0.03200754570063859,40.19199547621592,29.859880695739925,강동구
44,2024-02-14,0.0027779710642749705,0.6440584195340816,0.02066192851710547,0.03325663696568935,43.502621594523625,30.993529592581353,강동구
45,2024-02-15,0.0027763859044107808,0.6438049473781581,0.022236150331965538,0.03280375184216881,44.0473740797774,31.29245866115754,강동구
46,2024-02-16,0.0027830574758210937,0.6423276491696137,0.023224231465371403,0.033084385129611336,44.267796585063934,31.714422839554835,강동구
47,2024-02-17,0.002737439305398017,0.6419309466129306,0.02403347079482577,0.031201259419737372,44.868109829974856,32.4902247364945,강동구
48,2024-02-18,0.002644088557524355,0.6135797346251054,0.026769859680526434,0.02590073817781683,43.81275936445632,32.110074423858364,강동구
49,2024-02-19,0.0027273972197590624,0.6224444819512116,0.022806716490977826,0.03170553866270284,43.31637795226877,30.31236010198636,강동구
50,2024-02-20,0.002732269432397992,0.6040718764538093,0.023026839426773443,0.03192055451740159,44.356007156971636,29.82654315497946,강동구
51,2024-02-21,0.002749771755056114,0.6126851450161979,0.022756183245429985,0.03288098225064158,47.80569680958351,30.452106384736958,강동구
52,2024-02-22,0.002745936107795626,0.6081036512891613,0.024316346850404985,0.0321630217301168,48.44910635502712,30.274777917963988,강동구
53,2024-02-23,0.002750696171014441,0.6032412903472271,0.025264341609864127,0.03220887579748672,48.72718526108769,30.263030345419455,강동구
54,2024-02-24,0.002703581317782478,0.6004866317668426,0.02600839441605629,0.030126858887235985,49.34370972297069,30.65685067947758,강동구
