,hour,SO2,CO,O3,NO2,PM10,PM25,지역,지역명,year,month,day,도로명,시작점,종점,기온,습도,재비산먼지 평균농도,오염범례,minute,기준치초과 유무
0,13,0.003,0.67,0.0238,0.0369,64.0,45.0,서울,광진구,2023,12,27,광나루로,서울특별시 광진구 구의동 562천,서울특별시 광진구 군자동 355-9 도,6.0,89.0,3.0,5.0,21.0,0.0
1,13,0.003,0.67,0.0238,0.0369,64.0,45.0,서울,광진구,2023,12,27,천호대로,서울특별시 광진구 중곡동 680-16제,서울특별시 광진구 광장동 557-1천,6.0,91.0,3.0,5.0,0.0,0.0
2,12,0.0027,0.75,0.0134,0.0439,57.0,43.0,서울,광진구,2023,12,27,자양로,서울특별시 광진구 자양동 753-2도,서울특별시 광진구 구의동 84-2도,5.0,94.0,3.0,5.0,39.0,0.0
3,12,0.0027,0.75,0.0134,0.0439,57.0,43.0,서울,광진구,2023,12,27,구의강변로,서울특별시 광진구 구의동 200-10 도,서울특별시 광진구 구의동 625-4도,4.0,97.0,7.0,5.0,33.0,0.0
4,11,0.0028,0.8,0.0084,0.0456,67.0,44.0,서울,광진구,2023,12,27,뚝섬로,서울특별시 광진구 자양동 203-22 도,서울특별시 광진구 구의동 607 도,4.0,97.0,7.0,5.0,58.0,0.0
5,11,0.0028,0.8,0.0084,0.0456,67.0,44.0,서울,광진구,2023,12,27,동일로,서울특별시 광진구 중곡동 587-1도,서울특별시 광진구 중곡동 263-1 도,5.0,96.0,7.0,5.0,37.0,0.0
6,11,0.0028,0.8,0.0084,0.0456,67.0,44.0,서울,광진구,2023,12,27,긴고랑로,서울특별시 광진구 중곡동 263-1 도,서울특별시 광진구 중곡동 143-146 공,3.0,100.0,8.0,5.0,22.0,0.0
7,11,0.0028,0.8,0.0084,0.0456,67.0,44.0,서울,광진구,2023,12,27,용마산로,서울특별시 광진구 중곡동 606-1 도,서울특별시 광진구 중곡동 272-14 도,3.0,100.0,8.0,5.0,10.0,0.0
8,10,0.0031,0.98,0.004,0.0559,57.0,42.0,서울,광진구,2023,12,27,능동로,서울특별시 광진구 자양동 71-2제,서울특별시 광진구 중곡동 298-1 도,3.0,100.0,4.0,5.0,58.0,0.0
9,10,0.0031,0.98,0.004,0.0559,57.0,42.0,서울,광진구,2023,12,27,아차산로,서울특별시 광진구 광장동 2-6임,서울특별시 광진구 자양동 23-11구,2.0,100.0,5.0,5.0,41.0,0.0
10,14,0.0025333333333333,0.5966666666666667,0.0057333333333333,0.0441,26.666666666666668,16.333333333333332,서울,영등포구,2023,12,19,도영로,서울특별시 영등포구 영등포동 647-5도,서울특별시 영등포구 대림동 623-2 제,-1.0,69.0,12.0,5.0,34.0,0.0
11,14,0.0026,0.72,0.0049,0.0512,43.0,23.0,서울,영등포구,2023,12,19,도영로,서울특별시 영등포구 영등포동 647-5도,서울특별시 영등포구 대림동 623-2 제,-1.0,69.0,12.0,5.0,34.0,0.0
12,14,0.0025333333333333,0.5966666666666667,0.0057333333333333,0.0441,26.666666666666668,16.333333333333332,서울,영등포구,2023,12,19,영중로,서울특별시 영등포구 영등포동8가 86-3 도,서울특별시 영등포구 영등포동4가 440-10도,0.0,58.0,10.0,5.0,16.0,0.0
13,14,0.0026,0.72,0.0049,0.0512,43.0,23.0,서울,영등포구,2023,12,19,영중로,서울특별시 영등포구 영등포동8가 86-3 도,서울특별시 영등포구 영등포동4가 440-10도,0.0,58.0,10.0,5.0,16.0,0.0
14,14,0.0025333333333333,0.5966666666666667,0.0057333333333333,0.0441,26.666666666666668,16.333333333333332,서울,영등포구,2023,12,19,버드나루로,서울특별시 영등포구 영등포동2가 174-1도,서울특별시 영등포구 영등포동8가 88-1 도,0.0,56.0,10.0,5.0,10.0,0.0
15,14,0.0026,0.72,0.0049,0.0512,43.0,23.0,서울,영등포구,2023,12,19,버드나루로,서울특별시 영등포구 영등포동2가 174-1도,서울특별시 영등포구 영등포동8가 88-1 도,0.0,56.0,10.0,5.0,10.0,0.0
16,13,0.0024666666666666,0.5933333333333333,0.0069666666666666,0.0414,26.33333333333333,18.666666666666668,서울,영등포구,2023,12,19,경인로,서울특별시 영등포구 문래동2가 68 천,서울특별시 영등포구 여의도동 3-9도,0.0,53.0,10.0,5.0,51.0,0.0
17,13,0.0025,0.68,0.0058,0.0438,41.0,24.0,서울,영등포구,2023,12,19,경인로,서울특별시 영등포구 문래동2가 68 천,서울특별시 영등포구 여의도동 3-9도,0.0,53.0,10.0,5.0,51.0,0.0
18,13,0.0024666666666666,0.5933333333333333,0.0069666666666666,0.0414,26.33333333333333,18.666666666666668,서울,영등포구,2023,12,19,문래로,서울특별시 영등포구 영등포동4가 53-3도,서울특별시 영등포구 문래동6가 45-2도,0.0,51.0,27.0,5.0,35.0,0.0
19,13,0.0025,0.68,0.0058,0.0438,41.0,24.0,서울,영등포구,2023,12,19,문래로,서울특별시 영등포구 영등포동4가 53-3도,서울특별시 영등포구 문래동6가 45-2도,0.0,51.0,27.0,5.0,35.0,0.0
20,12,0.0032,0.69,0.0077,0.0424,38.0,17.0,서울,용산구,2023,12,19,원효로,서울특별시 용산구 원효로1가 109-1도,서울특별시 용산구 청암동 110 도,0.0,41.0,23.0,5.0,32.0,0.0
21,12,0.0024,0.55,0.0106,0.0409,31.0,17.0,서울,용산구,2023,12,19,원효로,서울특별시 용산구 원효로1가 109-1도,서울특별시 용산구 청암동 110 도,0.0,41.0,23.0,5.0,32.0,0.0
22,12,0.0032,0.69,0.0077,0.0424,38.0,17.0,서울,용산구,2023,12,19,백범로,서울특별시 용산구 효창동 5-654도,서울특별시 용산구 한강로1가 97도,-1.0,42.0,51.0,4.0,4.0,0.0
23,12,0.0024,0.55,0.0106,0.0409,31.0,17.0,서울,용산구,2023,12,19,백범로,서울특별시 용산구 효창동 5-654도,서울특별시 용산구 한강로1가 97도,-1.0,42.0,51.0,4.0,4.0,0.0
24,11,0.0032,0.7,0.0072,0.0414,36.0,14.0,서울,용산구,2023,12,19,새창로,서울특별시 용산구 한강로2가 181-2도,서울특별시 용산구 도원동 27도,-1.0,43.0,29.0,5.0,56.0,0.0
25,11,0.0023,0.57,0.0094,0.0393,26.0,18.0,서울,용산구,2023,12,19,새창로,서울특별시 용산구 한강로2가 181-2도,서울특별시 용산구 도원동 27도,-1.0,43.0,29.0,5.0,56.0,0.0
26,11,0.0032,0.7,0.0072,0.0414,36.0,14.0,서울,용산구,2023,12,19,서빙고로,서울특별시 용산구 한남동 773-17철,서울특별시 용산구 한강로3가 43-1도,-2.0,46.0,46.0,5.0,39.0,0.0
27,11,0.0023,0.57,0.0094,0.0393,26.0,18.0,서울,용산구,2023,12,19,서빙고로,서울특별시 용산구 한남동 773-17철,서울특별시 용산구 한강로3가 43-1도,-2.0,46.0,46.0,5.0,39.0,0.0
28,11,0.0032,0.7,0.0072,0.0414,36.0,14.0,서울,용산구,2023,12,19,독서당로,서울특별시 용산구 한남동 539-1도,서울특별시 용산구 한남동 60-69도,-2.0,45.0,23.0,5.0,26.0,0.0
29,11,0.0023,0.57,0.0094,0.0393,26.0,18.0,서울,용산구,2023,12,19,독서당로,서울특별시 용산구 한남동 539-1도,서울특별시 용산구 한남동 60-69도,-2.0,45.0,23.0,5.0,26.0,0.0
30,11,0.0032,0.7,0.0072,0.0414,36.0,14.0,서울,용산구,2023,12,19,한남대로,서울특별시 용산구 한남동 산9-19임,서울특별시 용산구 한남동 782천,-2.0,46.0,24.0,5.0,20.0,0.0
31,11,0.0023,0.57,0.0094,0.0393,26.0,18.0,서울,용산구,2023,12,19,한남대로,서울특별시 용산구 한남동 산9-19임,서울특별시 용산구 한남동 782천,-2.0,46.0,24.0,5.0,20.0,0.0
32,11,0.0032,0.7,0.0072,0.0414,36.0,14.0,서울,용산구,2023,12,19,소월로,서울특별시 용산구 후암동 30-82대,서울특별시 용산구 한남동 726-468도,-3.0,47.0,83.0,4.0,14.0,0.0
33,11,0.0023,0.57,0.0094,0.0393,26.0,18.0,서울,용산구,2023,12,19,소월로,서울특별시 용산구 후암동 30-82대,서울특별시 용산구 한남동 726-468도,-3.0,47.0,83.0,4.0,14.0,0.0
34,10,0.003,0.65,0.0053,0.0412,27.0,11.0,서울,용산구,2023,12,19,녹사평대로,서울특별시 용산구 서빙고동 287-3천,서울특별시 중구 회현동1가 산1-2임,-2.0,46.0,24.0,5.0,59.0,0.0
35,10,0.0022,0.62,0.0055,0.0452,21.0,12.0,서울,용산구,2023,12,19,녹사평대로,서울특별시 용산구 서빙고동 287-3천,서울특별시 중구 회현동1가 산1-2임,-2.0,46.0,24.0,5.0,59.0,0.0
36,10,0.003,0.65,0.0053,0.0412,27.0,11.0,서울,용산구,2023,12,19,이촌로,서울특별시 용산구 원효로4가 113-54천,서울특별시 용산구 서빙고동 288-1천,-3.0,50.0,36.0,5.0,42.0,0.0
37,10,0.0022,0.62,0.0055,0.0452,21.0,12.0,서울,용산구,2023,12,19,이촌로,서울특별시 용산구 원효로4가 113-54천,서울특별시 용산구 서빙고동 288-1천,-3.0,50.0,36.0,5.0,42.0,0.0
38,10,0.003,0.65,0.0053,0.0412,27.0,11.0,서울,용산구,2023,12,19,청파로,서울특별시 용산구 서계동 217-2 도,서울특별시 용산구 이촌동 322천,-3.0,46.0,36.0,5.0,31.0,0.0
39,10,0.0022,0.62,0.0055,0.0452,21.0,12.0,서울,용산구,2023,12,19,청파로,서울특별시 용산구 서계동 217-2 도,서울특별시 용산구 이촌동 322천,-3.0,46.0,36.0,5.0,31.0,0.0
40,10,0.003,0.65,0.0053,0.0412,27.0,11.0,서울,용산구,2023,12,19,한강대로,서울특별시 용산구 이촌동 372천,서울특별시 용산구 동자동 43-207도,-3.0,49.0,7.0,5.0,9.0,0.0
41,10,0.0022,0.62,0.0055,0.0452,21.0,12.0,서울,용산구,2023,12,19,한강대로,서울특별시 용산구 이촌동 372천,서울특별시 용산구 동자동 43-207도,-3.0,49.0,7.0,5.0,9.0,0.0
42,15,0.0024,0.33,0.0186,0.0266,15.0,6.0,서울,강동구,2023,12,18,천중로,서울특별시 강동구 천호동 256-4도,서울특별시 강동구 길동 12-5도,-3.0,42.0,31.0,5.0,35.0,0.0
43,15,0.0028,0.44,0.0132,0.0352,25.0,9.0,서울,강동구,2023,12,18,천중로,서울특별시 강동구 천호동 256-4도,서울특별시 강동구 길동 12-5도,-3.0,42.0,31.0,5.0,35.0,0.0
44,15,0.0024,0.33,0.0186,0.0266,15.0,6.0,서울,강동구,2023,12,18,고덕로,서울특별시 강동구 강일동 472-1전,서울특별시 강동구 암사동 608-62도,-3.0,41.0,34.0,5.0,8.0,0.0
45,15,0.0028,0.44,0.0132,0.0352,25.0,9.0,서울,강동구,2023,12,18,고덕로,서울특별시 강동구 강일동 472-1전,서울특별시 강동구 암사동 608-62도,-3.0,41.0,34.0,5.0,8.0,0.0
46,15,0.0016,0.37,0.0206,0.0228,18.0,9.0,서울,중랑구,2023,12,18,면목천로,서울특별시 중랑구 면목동 284-26도,서울특별시 중랑구 면목동 282-4도,-3.0,38.0,22.0,5.0,7.0,0.0
47,15,0.0024,0.33,0.0186,0.0266,15.0,6.0,서울,강동구,2023,12,18,풍산로,서울특별시 강동구 강일동 36-17 도,서울특별시 강동구 강일동 472-1전,-3.0,40.0,30.0,5.0,6.0,0.0
48,15,0.0028,0.44,0.0132,0.0352,25.0,9.0,서울,강동구,2023,12,18,풍산로,서울특별시 강동구 강일동 36-17 도,서울특별시 강동구 강일동 472-1전,-3.0,40.0,30.0,5.0,6.0,0.0
49,14,0.0016,0.36,0.0215,0.0213,14.0,8.0,서울,중랑구,2023,12,18,사가정로,서울특별시 중랑구 면목동 1326-107도,서울특별시 중랑구 면목동 727-24천,-2.0,38.0,18.0,5.0,57.0,0.0
50,14,0.0016,0.36,0.0215,0.0213,14.0,8.0,서울,중랑구,2023,12,18,상봉로,서울특별시 중랑구 상봉동 160-2도,서울특별시 중랑구 면목동 49-5도,-2.0,37.0,17.0,5.0,51.0,0.0
51,14,0.0016,0.36,0.0215,0.0213,14.0,8.0,서울,중랑구,2023,12,18,신내로,서울특별시 중랑구 묵동 26-1 천,서울특별시 중랑구 망우동 534-6도,-3.0,37.0,29.0,5.0,36.0,0.0
52,14,0.0024,0.34,0.0207,0.0217,17.0,6.0,서울,강동구,2023,12,18,동남로,서울특별시 강동구 둔촌동 229-2 도,서울특별시 강동구 고덕동 302-3 도,-4.0,42.0,91.0,4.0,31.0,0.0
53,14,0.0024,0.42,0.0166,0.0324,27.0,9.0,서울,강동구,2023,12,18,동남로,서울특별시 강동구 둔촌동 229-2 도,서울특별시 강동구 고덕동 302-3 도,-4.0,42.0,91.0,4.0,31.0,0.0
54,14,0.0016,0.36,0.0215,0.0213,14.0,8.0,서울,중랑구,2023,12,18,숙선옹주로,서울특별시 중랑구 묵동 198-7구,서울특별시 중랑구 묵동 30 도,-3.0,37.0,52.0,4.0,30.0,0.0
55,14,0.0025,0.42,0.0246,0.021,19.0,13.0,서울,영등포구,2023,12,18,국회대로,서울특별시 마포구 당인동 313 천,서울특별시 영등포구 양평동3가 57-5도,-3.0,36.0,16.0,5.0,29.0,0.0
56,14,0.0022,0.44,0.0195,0.0244,22.0,12.0,서울,영등포구,2023,12,18,국회대로,서울특별시 마포구 당인동 313 천,서울특별시 영등포구 양평동3가 57-5도,-3.0,36.0,16.0,5.0,29.0,0.0
57,14,0.0025,0.42,0.0246,0.021,19.0,13.0,서울,영등포구,2023,12,18,여의나루로,서울특별시 영등포구 여의도동 3-9도,서울특별시 영등포구 여의도동 8-13 도,-3.0,37.0,18.0,5.0,16.0,0.0
58,14,0.0022,0.44,0.0195,0.0244,22.0,12.0,서울,영등포구,2023,12,18,여의나루로,서울특별시 영등포구 여의도동 3-9도,서울특별시 영등포구 여의도동 8-13 도,-3.0,37.0,18.0,5.0,16.0,0.0
59,14,0.0024,0.34,0.0207,0.0217,17.0,6.0,서울,강동구,2023,12,18,양재대로,서울특별시 강동구 고덕동 469도,서울특별시 강동구 둔촌동 522-13 도,-4.0,43.0,50.0,5.0,10.0,0.0
60,14,0.0024,0.42,0.0166,0.0324,27.0,9.0,서울,강동구,2023,12,18,양재대로,서울특별시 강동구 고덕동 469도,서울특별시 강동구 둔촌동 522-13 도,-4.0,43.0,50.0,5.0,10.0,0.0
61,14,0.0016,0.36,0.0215,0.0213,14.0,8.0,서울,중랑구,2023,12,18,봉화산로,서울특별시 중랑구 신내동 379-5 도,서울특별시 중랑구 중화동 50-16도,-3.0,39.0,32.0,5.0,9.0,0.0
62,14,0.0025,0.42,0.0246,0.021,19.0,13.0,서울,영등포구,2023,12,18,여의공원로,서울특별시 영등포구 여의도동 2-11도,서울특별시 영등포구 여의도동 1-10도,-3.0,37.0,22.0,5.0,7.0,0.0
63,14,0.0022,0.44,0.0195,0.0244,22.0,12.0,서울,영등포구,2023,12,18,여의공원로,서울특별시 영등포구 여의도동 2-11도,서울특별시 영등포구 여의도동 1-10도,-3.0,37.0,22.0,5.0,7.0,0.0
64,13,0.002,0.44,0.0212,0.0231,19.0,13.0,서울,영등포구,2023,12,18,여의동로,서울특별시 영등포구 여의도동 3-9도,서울특별시 영등포구 여의도동 8-1도,-3.0,38.0,15.0,5.0,54.0,0.0
65,13,0.0019,0.49,0.0156,0.03,23.0,12.0,서울,영등포구,2023,12,18,여의동로,서울특별시 영등포구 여의도동 3-9도,서울특별시 영등포구 여의도동 8-1도,-3.0,38.0,15.0,5.0,54.0,0.0
66,13,0.002,0.44,0.0212,0.0231,19.0,13.0,서울,영등포구,2023,12,18,국제금융로,서울특별시 영등포구 여의도동 7-21도,서울특별시 영등포구 여의도동 2-11도,-3.0,39.0,15.0,5.0,44.0,0.0
67,13,0.0019,0.49,0.0156,0.03,23.0,12.0,서울,영등포구,2023,12,18,국제금융로,서울특별시 영등포구 여의도동 7-21도,서울특별시 영등포구 여의도동 2-11도,-3.0,39.0,15.0,5.0,44.0,0.0
68,13,0.0024,0.4066666666666667,0.0179,0.0252,16.0,6.0,서울,강동구,2023,12,18,올림픽로,서울특별시 강동구 성내동 472도,서울특별시 강동구 암사동 98-20도,-4.0,43.0,93.0,4.0,41.0,0.0
69,13,0.0023,0.45,0.0159,0.0326,29.0,11.0,서울,강동구,2023,12,18,올림픽로,서울특별시 강동구 성내동 472도,서울특별시 강동구 암사동 98-20도,-4.0,43.0,93.0,4.0,41.0,0.0
70,13,0.002,0.44,0.0212,0.0231,19.0,13.0,서울,영등포구,2023,12,18,의사당대로,서울특별시 영등포구 여의도동 1-1도,서울특별시 영등포구 여의도동 5도,-3.0,39.0,16.0,5.0,36.0,0.0
71,13,0.0019,0.49,0.0156,0.03,23.0,12.0,서울,영등포구,2023,12,18,의사당대로,서울특별시 영등포구 여의도동 1-1도,서울특별시 영등포구 여의도동 5도,-3.0,39.0,16.0,5.0,36.0,0.0
72,13,0.0024,0.4066666666666667,0.0179,0.0252,16.0,6.0,서울,강동구,2023,12,18,강동대로,둔촌동 229-2임,성내동 459-10대,-5.0,43.0,108.0,3.0,35.0,0.0
73,13,0.0023,0.45,0.0159,0.0326,29.0,11.0,서울,강동구,2023,12,18,강동대로,둔촌동 229-2임,성내동 459-10대,-5.0,43.0,108.0,3.0,35.0,0.0
74,13,0.0024,0.4066666666666667,0.0179,0.0252,16.0,6.0,서울,강동구,2023,12,18,성내로,서울특별시 강동구 성내동 62-1도,서울특별시 강동구 성내동 435도,-5.0,44.0,47.0,5.0,28.0,0.0
75,13,0.0023,0.45,0.0159,0.0326,29.0,11.0,서울,강동구,2023,12,18,성내로,서울특별시 강동구 성내동 62-1도,서울특별시 강동구 성내동 435도,-5.0,44.0,47.0,5.0,28.0,0.0
76,13,0.002,0.44,0.0212,0.0231,19.0,13.0,서울,영등포구,2023,12,18,여의서로,서울특별시 영등포구 여의도동 8-1도,서울특별시 영등포구 여의도동 2-9도,-4.0,42.0,20.0,5.0,23.0,0.0
77,13,0.0019,0.49,0.0156,0.03,23.0,12.0,서울,영등포구,2023,12,18,여의서로,서울특별시 영등포구 여의도동 8-1도,서울특별시 영등포구 여의도동 2-9도,-4.0,42.0,20.0,5.0,23.0,0.0
78,13,0.0024,0.4066666666666667,0.0179,0.0252,16.0,6.0,서울,강동구,2023,12,18,천호대로,서울특별시 강동구 상일동 394-4도,서울특별시 강동구 천호동 527-3천,-4.0,43.0,40.0,5.0,10.0,0.0
79,13,0.0023,0.45,0.0159,0.0326,29.0,11.0,서울,강동구,2023,12,18,천호대로,서울특별시 강동구 상일동 394-4도,서울특별시 강동구 천호동 527-3천,-4.0,43.0,40.0,5.0,10.0,0.0
80,13,0.0024,0.4066666666666667,0.0179,0.0252,16.0,6.0,서울,강동구,2023,12,18,상일로,서울특별시 강동구 고덕동 140-1 도,서울특별시 강동구 상일동 359-3 도,-5.0,43.0,121.0,3.0,4.0,0.0
81,13,0.0023,0.45,0.0159,0.0326,29.0,11.0,서울,강동구,2023,12,18,상일로,서울특별시 강동구 고덕동 140-1 도,서울특별시 강동구 상일동 359-3 도,-5.0,43.0,121.0,3.0,4.0,0.0
82,13,0.002,0.44,0.0212,0.0231,19.0,13.0,서울,영등포구,2023,12,18,여의대방로,서울특별시 영등포구 여의도동 523 천,서울특별시 영등포구 여의도동 87-3천,-4.0,41.0,20.0,5.0,3.0,0.0
83,13,0.0019,0.49,0.0156,0.03,23.0,12.0,서울,영등포구,2023,12,18,여의대방로,서울특별시 영등포구 여의도동 523 천,서울특별시 영등포구 여의도동 87-3천,-4.0,41.0,20.0,5.0,3.0,0.0
84,12,0.0023,0.44,0.0146,0.0305,17.0,12.0,서울,영등포구,2023,12,18,신길로,서울특별시 영등포구 영등포동1가 97-4도,서울특별시 영등포구 대림동 951-1도,-4.0,42.0,18.0,5.0,47.0,0.0
85,12,0.0021,0.56,0.0111,0.035,23.0,11.0,서울,영등포구,2023,12,18,신길로,서울특별시 영등포구 영등포동1가 97-4도,서울특별시 영등포구 대림동 951-1도,-4.0,42.0,18.0,5.0,47.0,0.0
86,12,0.0017,0.36,0.017,0.0244,13.0,7.0,서울,중랑구,2023,12,18,망우로,서울특별시 중랑구 상봉동 474-26천,서울특별시 중랑구 망우동 산52-4임,-5.0,43.0,21.0,5.0,27.0,0.0
87,12,0.0023,0.44,0.0146,0.0305,17.0,12.0,서울,영등포구,2023,12,18,영등포로,서울특별시 영등포구 양평동2가 42-1도,서울특별시 영등포구 신길동 산168도,-4.0,42.0,13.0,5.0,26.0,0.0
88,12,0.0021,0.56,0.0111,0.035,23.0,11.0,서울,영등포구,2023,12,18,영등포로,서울특별시 영등포구 양평동2가 42-1도,서울특별시 영등포구 신길동 산168도,-4.0,42.0,13.0,5.0,26.0,0.0
89,12,0.0017,0.36,0.017,0.0244,13.0,7.0,서울,중랑구,2023,12,18,봉우재로,서울특별시 중랑구 망우동 534-10도,서울특별시 중랑구 면목동 295-2도,-5.0,43.0,17.0,5.0,17.0,0.0
90,12,0.0023,0.44,0.0146,0.0305,17.0,12.0,서울,영등포구,2023,12,18,선유로,서울특별시 영등포구 당산동 372 천,서울특별시 영등포구 문래동5가 5-1도,-4.0,42.0,21.0,5.0,10.0,0.0
91,12,0.0021,0.56,0.0111,0.035,23.0,11.0,서울,영등포구,2023,12,18,선유로,서울특별시 영등포구 당산동 372 천,서울특별시 영등포구 문래동5가 5-1도,-4.0,42.0,21.0,5.0,10.0,0.0
92,12,0.0017,0.36,0.017,0.0244,13.0,7.0,서울,중랑구,2023,12,18,겸재로,서울특별시 중랑구 면목동 1049-110제,서울특별시 중랑구 망우동 534-14도,-6.0,43.0,18.0,5.0,5.0,0.0
93,11,0.0022,0.43,0.0137,0.0317,16.0,9.0,서울,영등포구,2023,12,18,당산로,서울특별시 영등포구 문래동3가 59-1도,서울특별시 영등포구 당산동 91-2 도,-5.0,41.0,21.0,5.0,59.0,0.0
94,11,0.0017,0.48,0.0118,0.0357,22.0,10.0,서울,영등포구,2023,12,18,당산로,서울특별시 영등포구 문래동3가 59-1도,서울특별시 영등포구 당산동 91-2 도,-5.0,41.0,21.0,5.0,59.0,0.0
95,11,0.002,0.45,0.0151,0.0267,14.0,7.0,서울,중랑구,2023,12,18,중랑천로,서울특별시 중랑구 묵동 189-1도,서울특별시 중랑구 면목동 295-6도,-6.0,43.0,27.0,5.0,54.0,0.0
96,11,0.0022,0.43,0.0137,0.0317,16.0,9.0,서울,영등포구,2023,12,18,도림로,서울특별시 영등포구 대림동 1053-6 천,서울특별시 영등포구 문래동4가 9-11 도,-5.0,40.0,29.0,5.0,44.0,0.0
97,11,0.0017,0.48,0.0118,0.0357,22.0,10.0,서울,영등포구,2023,12,18,도림로,서울특별시 영등포구 대림동 1053-6 천,서울특별시 영등포구 문래동4가 9-11 도,-5.0,40.0,29.0,5.0,44.0,0.0
98,11,0.002,0.45,0.0151,0.0267,14.0,7.0,서울,중랑구,2023,12,18,동일로,서울특별시 중랑구 면목동 718-1답,서울특별시 중랑구 묵동 329천,-6.0,43.0,22.0,5.0,39.0,0.0
99,11,0.0022,0.43,0.0137,0.0317,16.0,9.0,서울,영등포구,2023,12,18,대림로,서울특별시 영등포구 대림동 990-130도,서울특별시 영등포구 대림동 699도,-5.0,38.0,28.0,5.0,31.0,0.0
100,11,0.0017,0.48,0.0118,0.0357,22.0,10.0,서울,영등포구,2023,12,18,대림로,서울특별시 영등포구 대림동 990-130도,서울특별시 영등포구 대림동 699도,-5.0,38.0,28.0,5.0,31.0,0.0
101,11,0.0022,0.43,0.0137,0.0317,16.0,9.0,서울,영등포구,2023,12,18,디지털로,서울특별시 영등포구 대림동 1064-3 천,서울특별시 영등포구 대림동 907-32구,-5.0,39.0,37.0,5.0,22.0,0.0
102,11,0.0017,0.48,0.0118,0.0357,22.0,10.0,서울,영등포구,2023,12,18,디지털로,서울특별시 영등포구 대림동 1064-3 천,서울특별시 영등포구 대림동 907-32구,-5.0,39.0,37.0,5.0,22.0,0.0
103,11,0.002,0.45,0.0151,0.0267,14.0,7.0,서울,중랑구,2023,12,18,용마산로,서울특별시 중랑구 신내동 71-37도,서울특별시 중랑구 면목동 1347-1도,-6.0,43.0,35.0,5.0,21.0,0.0
104,11,0.002,0.45,0.0151,0.0267,14.0,7.0,서울,중랑구,2023,12,18,신내역로,서울특별시 중랑구 신내동 256-24 전,서울특별시 중랑구 신내동 71-37도,-7.0,45.0,91.0,4.0,13.0,0.0
105,11,0.0022,0.43,0.0137,0.0317,16.0,9.0,서울,영등포구,2023,12,18,신풍로,서울특별시 영등포구 신길동 399 도,서울특별시 영등포구 신길동 4884도,-5.0,39.0,27.0,5.0,3.0,0.0
106,11,0.0017,0.48,0.0118,0.0357,22.0,10.0,서울,영등포구,2023,12,18,신풍로,서울특별시 영등포구 신길동 399 도,서울특별시 영등포구 신길동 4884도,-5.0,39.0,27.0,5.0,3.0,0.0
107,10,0.0019,0.5,0.011,0.0352,13.0,7.0,서울,영등포구,2023,12,18,대방천로,서울특별시 영등포구 신길동 3937-7 천,서울특별시 영등포구 도림동 273-2천,-5.0,38.0,31.0,5.0,41.0,0.0
108,10,0.002,0.59,0.0087,0.0409,17.0,7.0,서울,영등포구,2023,12,18,대방천로,서울특별시 영등포구 신길동 3937-7 천,서울특별시 영등포구 도림동 273-2천,-5.0,38.0,31.0,5.0,41.0,0.0
109,10,0.0019,0.5,0.011,0.0352,13.0,7.0,서울,영등포구,2023,12,18,가마산로,서울특별시 영등포구 대림동 774도,서울특별시 영등포구 신길동 4880도,-6.0,38.0,34.0,5.0,30.0,0.0
110,10,0.002,0.59,0.0087,0.0409,17.0,7.0,서울,영등포구,2023,12,18,가마산로,서울특별시 영등포구 대림동 774도,서울특별시 영등포구 신길동 4880도,-6.0,38.0,34.0,5.0,30.0,0.0
111,10,0.0019,0.5,0.011,0.0352,13.0,7.0,서울,영등포구,2023,12,18,도신로,서울특별시 영등포구 신길동 98-4도,서울특별시 영등포구 대림동 647-2제,-6.0,38.0,22.0,5.0,19.0,0.0
112,10,0.002,0.59,0.0087,0.0409,17.0,7.0,서울,영등포구,2023,12,18,도신로,서울특별시 영등포구 신길동 98-4도,서울특별시 영등포구 대림동 647-2제,-6.0,38.0,22.0,5.0,19.0,0.0
113,10,0.0019,0.5,0.011,0.0352,13.0,7.0,서울,영등포구,2023,12,18,영신로,서울특별시 영등포구 당산동5가 11-37도,서울특별시 영등포구 도림동 1-22도,-6.0,41.0,28.0,5.0,3.0,0.0
114,10,0.002,0.59,0.0087,0.0409,17.0,7.0,서울,영등포구,2023,12,18,영신로,서울특별시 영등포구 당산동5가 11-37도,서울특별시 영등포구 도림동 1-22도,-6.0,41.0,28.0,5.0,3.0,0.0
115,9,0.002,0.47,0.0113,0.0337,11.0,5.0,서울,영등포구,2023,12,18,양평로,서울특별시 영등포구 양평동 28-1천,서울특별시 영등포구 영등포동8가 86-3 도,-6.0,41.0,15.0,5.0,58.0,0.0
116,9,0.0019,0.5,0.0078,0.0389,14.0,5.0,서울,영등포구,2023,12,18,양평로,서울특별시 영등포구 양평동 28-1천,서울특별시 영등포구 영등포동8가 86-3 도,-6.0,41.0,15.0,5.0,58.0,0.0
117,14,0.0039,0.53,0.0485,0.0172,88.0,30.0,서울,서대문구,2023,12,8,세검정로,서울특별시 서대문구 홍제동 4-4 임,서울특별시 서대문구 홍은동 53-27대,17.0,70.0,16.0,5.0,25.0,0.0
118,14,0.0039,0.53,0.0485,0.0172,88.0,30.0,서울,서대문구,2023,12,8,통일로,서울특별시 서대문구 홍은동 164-46도,서울특별시 서대문구 홍제동 47-32구,17.0,68.0,10.0,5.0,4.0,0.0
