,등록일시,온도 평균(℃),습도 평균(%),초미세먼지 평균(㎍/㎥),미세먼지 평균(㎍/㎥)
13,2023-01-15,-5.447858740811761,90.53020134228188,6.488974113135187,7.683604985618408
14,2023-01-16,-8.956717850287907,56.312859884836854,6.332533589251439,7.616602687140115
15,2023-01-17,-7.7011818181818175,57.473636363636366,8.201818181818181,9.99
16,2023-01-18,-6.928571428571429,61.32564330079858,13.354037267080745,17.097160603371783
17,2023-01-19,-5.244001831501832,59.73550061050061,12.159340659340659,15.652472527472527
18,2023-01-20,-7.601637681159421,51.756521739130434,8.473478260869566,12.486956521739131
19,2023-01-21,-8.930639730639731,48.92791551882461,4.7272727272727275,5.695133149678604
20,2023-01-22,-5.373883009994121,52.93856554967666,4.767636684303351,5.811728395061729
21,2023-01-23,-5.576642664266426,66.25817581758176,18.568856885688568,22.02115211521152
22,2023-01-24,-17.20541627978954,45.29216960693284,5.952646239554317,7.165273909006499
23,2023-01-25,-15.669097222222222,39.44140625,3.9765625,4.791666666666667
24,2023-01-26,-10.277777777777779,74.390625,7.624131944444445,9.032118055555555
25,2023-01-27,-11.062878093492209,52.00824931255729,9.812557286892758,11.692025664527955
26,2023-01-28,-10.175912408759123,47.7896897810219,5.735401459854015,7.799726277372263
27,2023-01-29,-7.017925080479953,53.99487854843429,6.7159789288849865,9.432835820895523
28,2023-01-30,-5.91197037037037,50.58251851851852,8.01511111111111,10.456444444444445
29,2023-01-31,-3.0822211630123926,63.430568795678425,6.2874165872259296,7.785033365109628
30,2023-02-02,-6.609882478632478,39.151976495726494,7.971153846153846,10.164262820512821
31,2023-02-03,-6.665866922584772,41.88211772232885,11.075335892514396,13.39299424184261
32,2023-02-04,-5.193943798449612,47.99079457364341,16.37451550387597,19.100290697674417
33,2023-02-05,-3.7934686811457348,66.08199559332704,33.715769593956566,39.034938621340885
34,2023-02-06,-2.7534609250398727,71.0725677830941,44.59282296650718,51.78038277511962
35,2023-02-07,-3.2668146832445233,74.59917110716401,48.74378330373002,56.59280639431616
36,2023-02-08,-3.7933425160697887,59.67171717171717,34.80394857667585,40.21854912764004
37,2023-02-09,-2.537075134168157,44.498211091234346,17.63819320214669,20.49865831842576
38,2023-02-10,-2.1190625,78.37678571428572,12.364732142857143,14.570982142857142
39,2023-02-11,-3.3604221635883906,71.69305189094108,27.396218117854,31.93183817062445
40,2023-02-12,-3.296101541251133,72.03354487760653,48.2388939256573,55.7792384406165
41,2023-02-13,-1.152086956521739,66.1191304347826,22.53304347826087,26.17782608695652
42,2023-02-14,-4.579982126899017,50.11840929401251,17.172922252010725,20.096067917783735
43,2023-02-15,-3.3282648401826487,43.0013698630137,6.7365296803652965,8.07945205479452
44,2023-02-16,-3.6839622641509435,64.56084905660377,11.649528301886793,13.790094339622641
45,2023-02-17,-2.825366108786611,67.68444909344491,18.24163179916318,21.398535564853557
46,2023-02-18,-1.3388941398865783,66.48676748582231,47.55340264650284,54.945179584120986
47,2023-02-19,-2.873948374760994,53.10372848948375,21.588432122370936,25.23135755258126
48,2023-02-20,-6.3805288461538465,53.03245192307692,3.0805288461538463,5.162259615384615
49,2023-02-22,-3.3421978021978025,44.799633699633695,13.294505494505495,15.795604395604396
50,2023-02-23,-2.1319371727748693,62.76439790575916,14.104712041884817,16.3782722513089
51,2023-02-24,-1.663845486111111,59.44379340277778,22.721354166666668,26.41015625
52,2023-02-25,-4.677116402116402,39.988977072310405,7.921296296296297,9.328042328042327
53,2023-02-26,-2.8488513513513514,40.45225225225225,9.204054054054055,10.753378378378379
54,2023-02-27,-1.9582224909310761,53.31620314389359,17.012696493349456,19.94558645707376
55,2023-02-28,-2.3648891235480467,59.853396691305875,14.771383315733896,17.277191129883843
56,2023-03-02,-2.808273381294964,38.375299760191844,3.0455635491606716,4.7086330935251794
57,2023-03-03,-3.1375788869764776,56.89099254159495,4.803786574870912,6.154044750430293
58,2023-03-06,5.987953795379537,37.16996699669967,27.806930693069308,32.28382838283829
