ds,기온,상대습도,초미세먼지,미세먼지
2022-01-03,-0.8279331132215724,58.71577140652672,31.075515897575603,46.16160018473843
2022-01-04,-0.8635326084702903,57.8411831933468,30.820336522541034,45.13969089910351
2022-01-05,-0.8328243684941068,58.60009042682677,31.97772366964733,46.79412653205972
2022-01-06,-0.4857036277256306,58.61644310897371,32.559299133671814,47.000112835565375
2022-01-07,-0.06623395842555801,56.7350112215275,32.47153783865289,46.70810555976951
2022-01-08,0.1272473479367182,56.77628200716187,31.52075420548945,44.69818188416524
2022-01-09,0.11368048101662609,56.06674196908538,29.12858898913605,41.08290274389331
2022-01-10,0.4625146611948612,56.035219276092796,26.940225084243572,37.606632455227476
2022-01-11,0.2473191334677196,55.08697437721432,25.765422770919507,35.6357245333292
2022-01-12,0.08533285414545055,55.8028349597448,26.124838687390525,36.50245302536821
2022-01-13,0.23240219880376856,55.806097893487745,26.046509144564173,36.09994195079753
2022-01-14,0.4502135009831534,53.94042206888103,25.45007193388087,35.392484215250086
2022-01-15,0.4460375993722234,54.02475106733138,24.151445030798584,33.16955814834843
2022-01-16,0.24413785576899372,53.38362742588172,21.578094502040017,29.548447723159683
2022-01-17,0.4188692682177937,53.44357379986482,19.37712566430491,26.273439414103724
2022-01-18,0.0481712729284034,52.60722833538365,18.356291051100154,24.706007939610718
2022-01-19,-0.24698347155676537,53.45252978214735,19.030380012104448,26.168870270675953
2022-01-20,-0.20773247968318564,53.59967427651005,19.417868535548845,26.54115725550945
2022-01-21,-0.07015029457275723,51.88906688300149,19.425398912754375,26.76908777190456
2022-01-22,-0.12554036402759827,52.13630591356391,18.85280073033038,25.620444066255104
2022-01-23,-0.34903988750061643,51.66256077697854,17.10877638299228,23.187742067759714
2022-01-24,-0.16651010585442982,51.8910175751995,15.819474088689768,21.18805492569853
2022-01-25,-0.5010102080617393,51.221078609755274,15.770029244542028,20.953885271059605
2022-01-26,-0.7332939692316547,52.227610140680106,17.4515249228878,23.777947261073454
2022-01-27,-0.6068792825657425,52.527959100245816,18.85823513738154,25.509088378693583
2022-01-28,-0.3607843871615266,50.95996067207164,19.87270502664314,27.063715942987855
2022-01-29,-0.28971532385447674,51.33697354437854,20.271363840427217,27.18100709606614
2022-01-30,-0.3725558891266747,50.97830248236786,19.44077864506312,25.926776677847865
2022-01-31,-0.03913613066910138,51.305681394848214,18.986757166424624,24.993942960789923
2022-02-01,-0.216581272657681,50.71750213156826,19.67636715392623,25.69397005232523
2022-02-02,-0.28968393115714974,51.78808256264011,21.985311072515728,29.302133369894655
2022-02-03,-0.00585344765608653,52.13469403310636,23.89550954653888,31.65382592559272
2022-02-04,0.39226037248455903,50.595569633096176,25.280439527626285,33.6562609411259
2022-02-05,0.6066813916962399,50.984929888199254,25.91091717057477,34.043843080072406
2022-02-06,0.6557050502819877,50.62338548341819,25.171429819326885,32.882079443841796
2022-02-07,1.1072016460402203,50.93439041074588,24.669224493326745,31.867970271503328
2022-02-08,1.0323212481067134,50.318431221792906,25.176221721164517,32.32126135508297
2022-02-09,1.0451561036857324,51.35224661285906,27.17619742714804,35.52941090598922
2022-02-10,1.3978060256312173,51.655798335703,28.66209250515362,37.34349787398567
2022-02-11,1.8477493994519136,50.07021598493003,29.521004387493925,38.68943916280861
2022-02-12,2.09773261375668,50.41275356857105,29.53956080960628,38.322802263757815
2022-02-13,2.167324931467519,50.00711894271775,28.11979197644277,36.332100587820456
2022-02-14,2.6261620411827575,50.27985110387617,26.887721574989598,34.43852900750086
2022-02-15,2.5475766846802994,49.63443272438151,26.63475941571456,33.986540126993624
2022-02-16,2.5481747633367693,50.65043392430978,27.8643528356788,36.2881329349936
2022-02-17,2.88280528670224,50.950410059156845,28.588771013658892,37.21809963734836
2022-02-18,3.31182991716887,49.37777783560442,28.71359070981223,37.72461626062958
2022-02-19,3.540908175111083,49.75170936293592,28.042597131358363,36.583480537724796
2022-02-20,3.5924486213764126,49.397406791228704,25.99322856643741,33.90089972188475
2022-02-21,4.038752503965505,49.742433971462916,24.20479625662807,31.412799155370852
2022-02-22,3.955551353292858,49.190793751755336,23.47957162438539,30.475063018948
2022-02-23,3.9614997717033074,50.322047910570824,24.329205379282662,32.40758712331348
2022-02-24,4.3130742922625664,50.75820325287587,24.771357917369645,33.0893948345779
2022-02-25,4.771786169198855,49.34158864587498,24.71411253632197,33.46920397959226
2022-02-26,5.043925807646534,49.889762757095326,23.96088586492858,32.31974741758211
2022-02-27,5.151990287872605,49.72581500937886,21.925962530765343,29.740746065649688
2022-02-28,5.66782106548999,50.27473571240098,20.242881682551772,27.458498450028817
2022-03-01,5.666153379287271,49.937543221742,19.705761515469558,26.816488772156458
2022-03-02,5.764138110621108,51.29046406283535,20.816018437581768,29.119881524766843
2022-03-03,6.216285940928985,51.95188821357644,21.57935073016922,30.2311398947967
2022-03-04,6.781740150567848,50.760322749639826,21.890547275508613,31.08114032829853
2022-03-06,7.382900466198171,51.57817366920124,19.923800518721738,28.34098390924165
2022-03-07,8.006902820196625,52.32775820235623,18.664336997376523,26.53998254516549
2022-03-08,8.1076779866742,52.17536152578049,18.54029526723675,26.347371135443463
2022-03-09,8.29925718025284,53.69364059177808,20.039677318208142,29.05267612291575
2022-03-10,8.833166601798865,54.49771848707263,21.155993727651065,30.50472683186325
2022-03-11,9.465792918441485,53.423211463106945,21.773413679750977,31.62316625604166
2022-03-12,9.898286262295871,54.281283901916886,21.672389365423363,31.153665239234005
2022-03-13,10.148147277241467,54.38909018659928,20.24586138450429,29.171712852836592
